up_new,Descrizione,B1a,B1b,B2a,B2b,B3a,B3b,B4a,B4b,B5a,B5b,B6a,B6b,B7a,B7b,B8a,B8b,B9a,B9b,B10a,B10b,B11a,B11b,B12a,B12b,B13a,B13b,B14a,B14b,B15a,B15b,B16a,B16b,B17a,B17b,B18a,B18b,B19a,B19b,B20a,B20b,B21a,B21b,B22a,B22b,B23a,B23b,B24a,B24b,B25a,B25b,B26a,B26b,B27a,B27b,B28a,B28b,B29a,B29b,B30a,B30b,B31a,B31b,B32a,B32b,B33a,B33b
6.5.2.3.3,Lavoranti in giunco e canna,31.8181818182,28.5714285714,25,23.3766233766,25,23.3766233766,31.8181818182,32.4675324675,45.4545454545,45.4545454545,4.5454545455,6.4935064935,65.9090909091,51.9480519481,0,0,18.1818181818,16.8831168831,4.5454545455,6.4935064935,29.5454545455,27.2727272727,6.8181818182,5.1948051948,13.6363636364,11.6883116883,31.8181818182,37.6623376623,0,0,9.0909090909,9.0909090909,0,0,4.5454545455,5.1948051948,4.5454545455,3.8961038961,2.2727272727,2.5974025974,0,0,0,0,4.5454545455,5.1948051948,47.7272727273,42.8571428571,25,28.5714285714,13.6363636364,11.6883116883,2.2727272727,2.5973636364,0,0,6.8181818182,7.7922077922,9.0909090909,7.7922077922,4.5454545455,5.1948051948,6.8181818182,7.7922077922,15.9090909091,11.6883116883
6.5.2.3.4,Lavoranti in sughero e spugna,29.4117647059,27.731092437,17.6470588235,17.6470588235,13.2352941176,15.1260504202,32.3529411765,27.731092437,25,22.6890756303,22.0588235294,18.487394958,58.8235294118,43.6974789916,1.4705882353,1.6806470588,17.6470588235,16.8067226891,11.7647058824,10.9243697479,1.4705882353,1.6806470588,1.4705882353,1.6806470588,14.7058823529,13.4453781513,22.0588235294,25.2100840336,5.8823529412,6.7226890756,14.7058823529,15.1260504202,4.4117647059,5.8823529412,2.9411764706,4.2016554622,4.4117647059,3.3613193277,4.4117647059,5.8823529412,0,0,0,0,8.8235294118,10.9243697479,50,45.3781512605,25,25.2100840336,0,0,1.4705882353,1.6806470588,1.4705882353,1.6806470588,16.1764705882,17.6470588235,8.8235294118,10.0840336134,4.4117647059,2.5210084034,8.8235294118,6.7226890756,5.8823529412,6.7226638655
6.5.3.1.0,Preparatori di fibre,1.1904761905,1.3605238095,7.1428571429,7.4829931973,3.5714285714,3.4013401361,2.380952381,2.721047619,4.7619047619,6.1224285714,13.0952380952,11.5646258503,47.619047619,53.7414965986,0,0,7.1428571429,7.4829727891,3.5714285714,3.4013605442,7.1428571429,6.8027210884,0,0,48.8095238095,51.7006802721,32.1428571429,38.0952380952,1.1904761905,2.7210884354,7.1428571429,11.5646054422,1.1904761905,2.0408163265,27.380952381,37.4149659864,2.380952381,3.4013605442,0,0,0,0,0,0,7.1428571429,7.4829727891,41.6666666667,46.9387755102,8.3333333333,9.5238095238,0,0,0,0,0,0,1.1904761905,1.3605442177,0,0,0,0,2.380952381,2.0408163265,4.7619047619,4.0816326531
6.5.3.2.1,Tessitori,26.1904761905,23.8095238095,17.8571428571,16.3265306122,10.7142857143,6.1224489796,19.0476190476,17.6870748299,32.1428571429,25.8503401361,29.7619047619,22.4489795918,77.380952381,58.5034013605,1.1904761905,1.3605442177,17.8571428571,18.3673469388,1.1904761905,1.3605442177,13.0952380952,10.2040816327,0,0,39.2857142857,29.9319727891,27.380952381,25.1700680272,4.7619047619,4.7619047619,2.380952381,2.7210884354,1.1904761905,1.3605442177,14.2857142857,12.2448979592,0,0,0,0,0,0,0,0,13.0952380952,9.5238095238,54.7619047619,36.0544217687,16.6666666667,15.6462585034,1.1904761905,1.3605442177,0,0,0,0,16.6666666667,14.2857142857,16.6666666667,16.3265306122,4.7619047619,2.0408163265,1.1904761905,0.6802721088,4.7619047619,5.4421564626
6.5.3.2.2,Maglieristi,30,30,25,26.4285714286,26.25,26.4285714286,32.5,27.8571428571,33.75,35.7142857143,23.75,25.7142857143,45,45,0,0,8.75,10.7142857143,1.25,2.1428571429,6.25,7.8571214286,0,0,8.75,10,22.5,22.8571428571,2.5,3.5714285714,5,5,1.25,2.1428571429,17.5,17.1428571429,10,12.1428571429,3.75,5.7142857143,2.5,2.1428571429,0,0,7.5,7.1428357143,32.5,30,16.25,15.7142857143,5,4.2857142857,2.5,4.2857142857,1.25,1.4285714286,6.25,6.4285714286,15,13.5714285714,7.5,5.7142857143,7.5,8.5714071429,11.25,10.7142857143
6.5.3.2.3,Tintori e addetti al trattamento chimico dei tessuti,18.4210526316,18.7969924812,15.7894736842,16.5413533835,10.5263157895,11.2781954887,26.3157894737,24.8120300752,35.5263157895,36.8421052632,27.6315789474,25.5639097744,69.7368421053,59.3984962406,0,0,21.0526315789,21.8045112782,5.2631578947,7.5187744361,5.2631578947,6.7669172932,0,0,23.6842105263,27.8195488722,40.7894736842,39.0977443609,25,25.5639097744,65.7894736842,61.6541353383,5.2631578947,7.5187744361,14.4736842105,16.5413533835,6.5789473684,6.0150150376,2.6315789474,3.007518797,2.6315789474,1.5037593985,0,0,11.8421052632,13.5338345865,47.3684210526,45.8646616541,34.2105263158,34.5864661654,10.5263157895,9.7744360902,0,0,0,0,18.4210526316,17.2932330827,14.4736842105,17.2932330827,15.7894736842,14.2857142857,7.8947368421,11.2781954887,18.4210526316,18.045112782
6.5.3.3.1,Modellisti di capi di abbigliamento,6.25,5.7142857143,6.25,5.7142857143,2.5,2.8571428571,21.25,17.8571428571,32.5,26.4285714286,11.25,12.1428571429,62.5,47.1428571429,0,0,45,43.5714285714,7.5,6.4285714286,35,25.7142857143,2.5,0.7142857143,5,2.8571428571,35,29.2857142857,0,0,3.75,2.8571428571,2.5,2.1428571429,16.25,14.2857142857,3.75,4.2857142857,3.75,4.2857142857,0,0,0,0,11.25,8.5714285714,52.5,43.5714285714,30,27.1428571429,12.5,15,3.75,4.2857142857,1.25,2.1428571429,0,0,2.5,2.1428571429,6.25,3.5714285714,13.75,12.1428571429,6.25,7.1428357143
6.5.3.3.2,Tagliatori di capi di abbigliamento,9.5238095238,5.4421768707,5.9523809524,6.8027210884,5.9523809524,4.0816326531,4.7619047619,5.4421564626,15.4761904762,15.6462585034,10.7142857143,12.2448979592,33.3333333333,30.612244898,0,0,11.9047619048,13.6054421769,3.5714285714,3.4013605442,13.0952380952,13.6054421769,0,0,10.7142857143,9.5238095238,25,23.1292517007,4.7619047619,4.0816326531,3.5714285714,4.0816326531,3.5714285714,4.0816326531,11.9047619048,10.8843537415,1.1904761905,1.3605442177,2.380952381,4.0816326531,0,0,0,0,13.0952380952,13.6054421769,40.4761904762,38.0952380952,14.2857142857,16.3265306122,5.9523809524,6.8027006803,0,0,0,0,1.1904761905,1.3605238095,5.9523809524,9.5237891156,4.7619047619,3.4013605442,3.5714285714,2.7210680272,5.9523809524,6.8027210884
6.5.3.3.3,Confezionatori di capi di abbigliamento,11.25,10,5,6.42855,1.25,1.42855,12.5,11.4285714286,21.25,16.4285714286,12.5,10.7142857143,42.5,35,0,0,3.75,5.7142857143,0,0,10,9.2857142857,0,0,8.75,10.7142857143,17.5,13.5714285714,1.25,1.4285714286,2.5,2.8571428571,0,0,11.25,10.7142857143,1.25,2.1428571429,2.5,2.8571428571,0,0,0,0,7.5,7.1428571429,40,35.7142857143,6.25,9.2857142857,0,0,0,0,1.25,2.1428571429,3.75,3.5714285714,3.75,3.5714285714,2.5,1.4285714286,1.25,1.4285714286,3.75,2.8571428571
6.5.3.3.4,Sarti,36.25,35,18.75,20.7142857143,18.75,16.4285714286,48.75,45,75,66.4285714286,31.25,25.7142857143,61.25,50.7142857143,0,0,2.5,2.8571214286,1.25,1.4285714286,16.25,17.1428571429,0,0,5,4.2857142857,27.5,25.7142857143,3.75,3.5714071429,3.75,5.7142642857,0,0,36.25,30,15,14.2857142857,5,5,0,0,0,0,12.5,13.5714285714,50,48.5714285714,28.75,27.8571428571,18.75,19.2857142857,12.5,11.4285714286,5,4.2857142857,2.5,2.8571428571,5,5.7142857143,2.5,2.8571428571,16.25,14.2857142857,0,0
6.5.3.3.5,Cappellai,44.0476190476,34.0136054422,29.7619047619,26.5306122449,27.380952381,21.0884353741,45.2380952381,33.3333333333,45.2380952381,34.693877551,35.7142857143,31.9727891156,72.619047619,55.1020408163,0,0,7.1428571429,6.8027006803,8.3333333333,8.1632653061,20.2380952381,17.6870748299,0,0,19.0476190476,19.0476190476,26.1904761905,27.8911564626,1.1904761905,0.6802721088,10.7142857143,11.5646258503,2.380952381,5.4421768707,11.9047619048,10.8843537415,3.5714285714,4.7618639456,4.7619047619,3.4013605442,0,0,0,0,4.7619047619,4.7618843537,42.8571428571,40.8163265306,32.1428571429,31.2925170068,5.9523809524,6.1224285714,3.5714285714,4.0816326531,1.1904761905,2.0408163265,5.9523809524,6.1224285714,2.380952381,3.4013605442,2.380952381,2.0408163265,4.7619047619,6.8027210884,5.9523809524,6.8027006803
6.5.3.4.1,Modellisti di pellicceria e di capi in pelle,13.8888888889,15.0793650794,12.5,16.6666666667,8.3333333333,11.1111111111,16.6666666667,15.873015873,40.2777777778,38.8888888889,13.8888888889,13.4920634921,68.0555555556,59.5238095238,0,0,20.8333333333,21.4285714286,5.5555555556,5.5555555556,51.3888888889,42.8571428571,0,0,1.3888888889,1.5873015873,29.1666666667,27.7777777778,0,0,2.7777777778,3.9682539683,0,0,11.1111111111,9.5238095238,4.1666666667,4.7618809524,0,0,0,0,0,0,9.7222222222,9.5238095238,62.5,50.7936507937,43.0555555556,42.8571428571,20.8333333333,16.6666666667,0,0,0,0,0,0,0,0,6.9444444444,3.1745793651,0,0,0,0
6.5.3.4.2,Tagliatori di pellicceria e di capi in pelle,14.2857142857,14.9659863946,5.9523809524,8.1632653061,2.380952381,2.7210680272,17.8571428571,19.0476190476,32.1428571429,27.2108843537,20.2380952381,20.4081632653,72.619047619,60.5442176871,0,0,5.9523809524,4.7619047619,0,0,25,23.1292517007,0,0,8.3333333333,8.1632653061,29.7619047619,26.5306122449,0,0,4.7619047619,4.7618843537,5.9523809524,4.0816122449,11.9047619048,10.8843537415,11.9047619048,10.2040816327,2.380952381,2.7210884354,0,0,0,0,20.2380952381,21.768707483,48.8095238095,42.8571428571,16.6666666667,18.3673469388,2.380952381,2.721047619,0,0,2.380952381,4.0816326531,1.1904761905,1.3605238095,3.5714285714,5.4421768707,5.9523809524,5.4421564626,4.7619047619,6.8027210884,7.1428571429,8.8435170068
6.5.3.4.3,Confezionatori di pellicceria e di capi in pelle,10.5263157895,7.5187969925,3.9473684211,3.7593984962,3.9473684211,3.7593984962,13.1578947368,12.7819548872,31.5789473684,30.0751879699,11.8421052632,14.2857142857,53.9473684211,45.1127819549,0,0,3.9473684211,4.5112781955,0,0,6.5789473684,6.7668947368,1.3157894737,1.5037368421,11.8421052632,11.2781954887,14.4736842105,17.2932330827,1.3157894737,1.5037593985,3.9473684211,4.5112781955,1.3157894737,1.5037593985,21.0526315789,19.5488721805,7.8947368421,8.2706766917,3.9473684211,3.7593984962,0,0,0,0,7.8947368421,11.2781954887,50,45.1127819549,21.0526315789,23.3082706767,13.1578947368,15.037593985,0,0,0,0,2.6315789474,2.2556390977,2.6315789474,2.2556390977,1.3157894737,1.5037593985,7.8947368421,9.022556391,2.6315789474,1.5037593985
6.5.3.4.4,Pellicciai e sarti in pelle,29.8076923077,30.2197802198,17.3076923077,19.7802197802,12.5,14.8351648352,51.9230769231,48.9010989011,53.8461538462,50.5494505495,18.2692307692,18.1318681319,53.8461538462,46.7032967033,0,0,3.8461538462,4.9450384615,0,0,6.7307692308,6.5933901099,0,0,0,0,23.0769230769,23.6263736264,0,0,3.8461538462,4.3955879121,1.9230769231,2.7472527473,5.7692307692,6.5934065934,0.9615384615,2.1978021978,1.9230769231,3.8461373626,0,0,0,0,3.8461538462,4.9450549451,56.7307692308,53.8461538462,24.0384615385,23.6263736264,12.5,12.6373626374,3.8461538462,5.494489011,1.9230769231,2.7472362637,1.9230769231,2.7472362637,12.5,10.989010989,5.7692307692,5.4945054945,4.8076923077,5.4944725275,1.9230769231,2.1978021978
6.5.3.5.1,Confezionatori e rifinitori di biancheria intima,18.75,16.4285714286,18.75,19.2857142857,17.5,17.1428571429,21.25,17.1428571429,31.25,25,12.5,12.1428571429,53.75,46.4285714286,0,0,7.5,7.1428571429,0,0,5,4.2857142857,0,0,27.5,25,33.75,31.4285714286,0,0,1.25,2.1428571429,0,0,15,18.5714285714,5,5.7142857143,2.5,2.1428571429,0,0,0,0,7.5,9.2857142857,50,42.1428571429,11.25,10.7142857143,0,0,0,0,0,0,1.25,2.1428571429,1.25,2.1428571429,3.75,2.1428571429,6.25,5.7142857143,2.5,2.1428571429
6.5.3.5.2,Confezionatori e rifinitori di biancheria per la casa,21.0526315789,19.5488721805,13.1578947368,12.7819548872,9.2105263158,10.5263157895,30.2631578947,29.3233082707,47.3684210526,39.0977443609,11.8421052632,11.2781954887,53.9473684211,37.5939849624,0,0,6.5789473684,4.5112781955,0,0,1.3157894737,3.007518797,0,0,5.2631578947,5.2631578947,22.3684210526,21.0526315789,0,0,0,0,0,0,5.2631578947,7.5187969925,0,0,0,0,0,0,0,0,5.2631578947,7.5187969925,35.5263157895,27.8195488722,14.4736842105,15.037593985,1.3157894737,1.5037368421,0,0,0,0,3.9473684211,4.5112781955,6.5789473684,7.5187969925,1.3157894737,0.7518796992,0,0,1.3157894737,1.5037593985
6.5.3.5.3,Merlettai e ricamatrici a mano,33.3333333333,25.3968253968,11.1111111111,11.9047619048,9.7222222222,9.5238095238,44.4444444444,37.3015873016,50,40.4761904762,15.2777777778,15.0793650794,44.4444444444,38.8888888889,0,0,4.1666666667,4.7618809524,0,0,6.9444444444,7.936484127,0,0,2.7777777778,3.9682539683,18.0555555556,18.253968254,0,0,4.1666666667,4.7618809524,0,0,13.8888888889,11.1111111111,1.3888888889,1.5872777778,0,0,0,0,0,0,5.5555555556,5.5555555556,38.8888888889,30.9523809524,15.2777777778,11.9047619048,30.5555555556,23.8095238095,2.7777777778,3.1746031746,1.3888888889,1.5872777778,4.1666666667,3.9682539683,4.1666666667,7.1428571429,2.7777777778,0.7936507937,2.7777777778,3.1746031746,2.7777777778,3.1745793651
6.5.3.5.4,Bottonai,27.5,24.2857142857,13.75,13.5714285714,11.25,12.8571428571,26.25,23.5714285714,28.75,24.2857142857,11.25,11.4285714286,62.5,46.4285714286,1.25,1.4285714286,5,3.5714285714,5,4.2856714286,17.5,13.5714285714,0,0,33.75,26.4285714286,17.5,14.2857142857,1.25,1.4285714286,11.25,10,1.25,2.1428571429,15,13.5714285714,2.5,2.8571,1.25,2.1428571429,0,0,0,0,3.75,4.2857142857,45,32.1428571429,25,17.8571428571,3.75,3.5714285714,1.25,1.42855,2.5,2.8571428571,0,0,2.5,2.8571214286,3.75,3.5714285714,1.25,1.4285714286,3.75,5
6.5.3.6.1,Confezionatori di tende e drappeggi,46.4285714286,40.8163265306,32.1428571429,26.5306122449,30.9523809524,25.8503401361,64.2857142857,52.380952381,72.619047619,55.1020408163,23.8095238095,19.7278911565,71.4285714286,54.4217687075,0,0,5.9523809524,6.8027006803,13.0952380952,12.925170068,28.5714285714,27.2108843537,10.7142857143,9.5238095238,16.6666666667,14.9659863946,35.7142857143,30.612244898,4.7619047619,4.0816326531,11.9047619048,12.2448979592,4.7619047619,4.7619047619,33.3333333333,30.612244898,8.3333333333,10.2040816327,5.9523809524,7.4829931973,0,0,0,0,4.7619047619,4.7619047619,60.7142857143,44.2176870748,23.8095238095,22.4489795918,16.6666666667,10.8843537415,7.1428571429,6.8027210884,1.1904761905,2.0408163265,1.1904761905,2.0408163265,17.8571428571,15.6462585034,13.0952380952,8.843537415,13.0952380952,12.925170068,17.8571428571,13.6054421769
6.5.3.6.2,Modellisti di poltrone e divani,37.5,30.3571428571,3.125,3.571375,3.125,3.571375,34.375,33.9285714286,34.375,33.9285714286,37.5,35.7142857143,68.75,71.4285714286,0,0,28.125,33.9285714286,6.25,5.3571428571,56.25,53.5714285714,0,0,28.125,26.7857142857,43.75,44.6428571429,0,0,9.375,16.0714285714,0,0,15.625,21.4285714286,15.625,19.6428571429,6.25,7.1428571429,0,0,0,0,25,28.5714285714,53.125,55.3571428571,34.375,33.9285714286,18.75,14.2857142857,0,0,0,0,0,0,18.75,14.2857142857,18.75,14.2857142857,18.75,16.0714285714,25,17.8571428571
6.5.3.6.3,Tagliatori di imbottiture e rivestimenti di poltrone e divani,10.7142857143,9.1836734694,10.7142857143,6.1224489796,7.1428571429,5.1020408163,12.5,10.2040816327,19.6428571429,15.306122449,3.5714285714,4.0816020408,57.1428571429,50,0,0,5.3571428571,5.1020408163,1.7857142857,3.0612244898,17.8571428571,17.3469387755,0,0,3.5714285714,7.1428571429,35.7142857143,29.5918367347,10.7142857143,6.1224489796,1.7857142857,2.0407857143,0,0,10.7142857143,11.2244897959,3.5714285714,5.1020408163,0,0,1.7857142857,2.0408163265,0,0,10.7142857143,9.1836734694,46.4285714286,33.6734693878,10.7142857143,13.2653061224,14.2857142857,9.1836734694,0,0,0,0,0,0,3.5714285714,4.0816326531,0,0,0,0,14.2857142857,9.1836734694
6.5.3.6.4,Confezionatori di poltrone e divani,5.2631578947,6.015037594,3.9473684211,3.007518797,0,0,7.8947368421,7.5187969925,11.8421052632,12.7819548872,3.9473684211,4.5112781955,56.5789473684,48.8721804511,0,0,1.3157894737,1.5037368421,1.3157894737,1.5037368421,26.3157894737,25.5639097744,2.6315789474,2.2556390977,15.7894736842,15.7894736842,25,24.0601503759,1.3157894737,0.7518796992,6.5789473684,5.2631578947,0,0,14.4736842105,19.5488721805,2.6315789474,3.7593984962,0,0,0,0,0,0,7.8947368421,8.2706766917,38.1578947368,39.0977443609,6.5789473684,6.015037594,1.3157894737,2.2556390977,0,0,0,0,6.5789473684,6.7669172932,6.5789473684,8.2706766917,0,0,0,0,2.6315789474,3.0074736842
6.5.3.6.5,"Tappezzieri di poltrone, divani e assimilati",25,25,22.5,24.2857142857,21.25,20.7142857143,41.25,36.4285714286,52.5,46.4285714286,32.5,30,63.75,49.2857142857,0,0,12.5,11.4285714286,5,5,22.5,20.7142857143,0,0,15,18.5714285714,30,32.1428571429,0,0,3.75,2.8571428571,0,0,6.25,7.1428571429,2.5,2.8571428571,0,0,0,0,0,0,3.75,4.2857142857,47.5,43.5714285714,25,23.5714285714,6.25,9.2857142857,1.25,2.1428571429,0,0,0,0,5,6.4285714286,1.25,1.42855,1.25,1.42855,10,10.7142857143
6.5.3.6.6,Materassai,57.5,47.1428571429,38.75,32.8571428571,40,37.1428571429,62.5,50,71.25,55,30,22.1428571429,72.5,57.1428571429,0,0,5,4.9999785714,5,5,3.75,4.2856928571,0,0,6.25,7.8571428571,18.75,17.8571428571,5,5.7142642857,6.25,7.8571214286,3.75,4.9999785714,16.25,14.2857142857,11.25,7.8571428571,1.25,1.4285714286,3.75,4.2857142857,0,0,12.5,10.7142857143,45,38.5714285714,20,17.1428571429,1.25,1.42855,2.5,2.1428571429,1.25,1.42855,6.25,6.42855,20,19.2857142857,7.5,7.1428571429,18.75,15.7142857143,25,25
6.5.3.7.0,Artigiani e addetti alle tintolavanderie,25,19.7278911565,8.3333333333,7.4829931973,11.9047619048,13.6054421769,25,25.8503401361,71.4285714286,51.0204081633,17.8571428571,19.0476190476,32.1428571429,30.612244898,0,0,2.380952381,2.0408163265,0,0,0,0,0,0,3.5714285714,3.4013605442,11.9047619048,10.8843537415,1.1904761905,1.3605442177,28.5714285714,31.9727891156,5.9523809524,5.4421768707,17.8571428571,16.3265306122,2.380952381,2.0408163265,0,0,0,0,0,0,0,0,47.619047619,36.0544217687,13.0952380952,14.2857142857,0,0,0,0,0,0,1.1904761905,1.3605442177,7.1428571429,6.8027210884,4.7619047619,4.0816326531,2.380952381,1.3605442177,0,0
6.5.4.1.0,Conciatori di pelli e di pellicce,13.75,14.2857142857,16.25,15.7142857143,12.5,14.2857142857,15,15,21.25,21.4285714286,16.25,15.7142857143,80,57.8571428571,0,0,3.75,5,2.5,2.8571428571,0,0,0,0,26.25,22.8571428571,26.25,26.4285714286,2.5,2.1428571429,37.5,39.2857142857,2.5,2.8571428571,5,5,0,0,1.25,2.8571428571,0,0,0,0,2.5,2.8571428571,43.75,39.2857142857,18.75,18.5714285714,0,0,0,0,0,0,6.25,6.4285714286,1.25,1.42855,5,1.4285714286,0,0,6.25,7.8571214286
6.5.4.2.1,Modellisti di calzature,15.2777777778,15.873015873,5.5555555556,5.555531746,0,0,26.3888888889,26.9841269841,45.8333333333,38.0952380952,19.4444444444,19.0476190476,66.6666666667,59.5238095238,0,0,23.6111111111,26.1904761905,1.3888888889,2.380952381,34.7222222222,30.9523809524,0,0,11.1111111111,9.5238095238,23.6111111111,23.0158730159,2.7777777778,3.9682539683,15.2777777778,15.873015873,1.3888888889,1.5872777778,13.8888888889,11.1111111111,6.9444444444,7.936484127,2.7777777778,3.9682539683,0,0,0,0,5.5555555556,8.7301587302,47.2222222222,45.2380952381,38.8888888889,38.0952380952,12.5,12.6984126984,2.7777777778,3.1746031746,1.3888888889,3.1746031746,15.2777777778,13.4920634921,11.1111111111,11.1111111111,4.1666666667,3.1745793651,11.1111111111,14.2857142857,13.8888888889,14.2857142857
6.5.4.2.2,Tagliatori di calzature,13.75,16.4285714286,5,6.42855,3.75,5.7142642857,11.25,17.1428571429,17.5,19.2857142857,6.25,8.5714071429,66.25,62.1428571429,0,0,17.5,20.7142857143,0,0,18.75,20,0,0,7.5,11.4285714286,18.75,22.8571428571,0,0,3.75,5.7142642857,0,0,6.25,7.1428357143,2.5,4.2857142857,2.5,4.2857142857,0,0,0,0,5,7.1428571429,30,31.4285714286,15,15,2.5,0.7142857143,0,0,0,0,13.75,13.5714285714,5,2.1428571429,2.5,3.5714071429,2.5,3.5714071429,3.75,3.5714071429
6.5.4.2.3,Confezionatori di calzature,2.5,2.8571,3.75,3.5714071429,5,6.4285714286,2.5,2.1428571429,6.25,7.1428357143,5,5.7142857143,35,36.4285714286,2.5,2.8571428571,3.75,5.7142642857,2.5,2.1428571429,5,7.8571428571,0,0,11.25,10,11.25,11.4285714286,1.25,1.4285714286,5,5,0,0,2.5,3.5714285714,0,0,0,0,0,0,0,0,5,5,20,18.5714285714,2.5,2.8571428571,0,0,0,0,0,0,11.25,10.7142857143,0,0,0,0,1.25,1.4285714286,1.25,1.4285714286
6.5.4.2.4,"Calzolai, sellai e cuoiai",40,38.5714285714,23.75,27.1428571429,25,26.4285714286,53.75,50.7142857143,53.75,46.4285714286,15,17.1428571429,72.5,58.5714285714,0,0,8.75,10,5,5.7142857143,16.25,16.4285714286,0,0,16.25,14.2857142857,26.25,27.1428571429,2.5,3.5714071429,13.75,15.7142857143,0,0,13.75,11.4285714286,3.75,5.7142857143,1.25,2.8571428571,0,0,0,0,20,20.7142857143,63.75,49.2857142857,36.25,27.8571428571,3.75,4.2856714286,1.25,1.4285714286,1.25,2.8571428571,28.75,27.1428571429,28.75,27.1428571429,5,7.1428357143,16.25,18.5714285714,18.75,15
6.5.4.3.1,Modellisti di pelletteria,17.5,20.7142857143,15,19.2857142857,6.25,7.8571428571,16.25,16.4285714286,32.5,35,30,31.4285714286,66.25,62.8571428571,0,0,18.75,22.8571428571,5,4.9999785714,41.25,39.2857142857,0,0,16.25,17.8571428571,40,37.8571428571,7.5,10,11.25,12.1428571429,1.25,1.42855,13.75,17.1428571429,6.25,7.1428357143,3.75,4.2857142857,0,0,0,0,23.75,25,57.5,47.8571428571,27.5,27.8571428571,16.25,13.5714285714,1.25,2.8571428571,0,0,1.25,2.1428571429,12.5,11.4285714286,7.5,7.8571428571,2.5,2.8571214286,5,7.1428571429
