up_new,Descrizione,G1a,G1b,G2a,G2b,G3a,G3b,G4a,G4b,G5a,G5b,G6a,G6b,G7a,G7b,G8a,G8b,G9a,G9b,G10a,G10b,G11a,G11b,G12a,G12b,G13a,G13b,G14a,G14b,G15a,G15b,G16a,G16b,G17a,G17b,G18a,G18b,G19a,G19b,G20a,G20b,G21a,G21b,G22a,G22b,G23a,G23b,G24a,G24b,G25a,G25b,G26a,G26b,G27a,G27b,G28a,G28b,G29a,G29b,G30a,G30b,G31a,G31b,G32a,G32b,G33a,G33b,G34a,G34b,G35a,G35b,G36a,G36b,G37a,G37b,G38a,G38b,G39a,G39b,G40a,G40b,G41a,G41b
3.4.2.1.3,Istruttori di nautica,59.0909090909,50.6493506494,43.1818181818,38.961038961,35.2272727273,32.4675324675,54.5454545455,39.6103896104,32.9545454545,33.1168831169,38.6363636364,37.012987013,42.0454545455,41.5584415584,46.5909090909,38.961038961,37.5,33.7662337662,68.1818181818,62.3376623377,42.0454545455,40.9090909091,63.6363636364,61.038961039,47.7272727273,37.6623376623,60.2272727273,50.6493506494,67.0454545455,54.5454545455,44.3181818182,40.9090909091,50,48.7012987013,27.2727272727,31.1688311688,45.4545454545,41.5584415584,61.3636363636,58.4415584416,28.4090909091,31.1688311688,30.6818181818,34.4155844156,15.9090909091,18.1818181818,42.0454545455,37.012987013,54.5454545455,47.4025974026,42.0454545455,43.5064935065,68.1818181818,61.6883116883,67.0454545455,64.2857142857,37.5,42.2077922078,12.5,14.2857142857,34.0909090909,30.5194805195,55.6818181818,51.2987012987,51.1363636364,46.7532467532,50,44.8051948052,88.6363636364,77.9220779221,32.9545454545,31.1688311688,64.7727272727,61.6883116883,50,54.5454545455,28.4090909091,28.5714285714,11.3636363636,12.3376623377,43.1818181818,38.961038961
3.4.2.2.0,Insegnanti nella formazione professionale,53.5714285714,47.619047619,29.7619047619,34.693877551,32.1428571429,32.6530612245,28.5714285714,28.5714285714,25,23.8095238095,51.1904761905,46.9387755102,44.0476190476,40.8163265306,53.5714285714,53.7414965986,36.9047619048,35.3741496599,55.9523809524,46.9387755102,47.619047619,45.5782312925,66.6666666667,61.9047619048,50,46.9387755102,59.5238095238,52.380952381,63.0952380952,61.2244897959,2.380952381,2.7210884354,14.2857142857,16.3265306122,4.7619047619,5.4421564626,51.1904761905,47.619047619,1.1904761905,1.3605442177,26.1904761905,24.4897959184,1.1904761905,1.3605238095,7.1428571429,8.163244898,41.6666666667,38.7755102041,44.0476190476,42.1768707483,47.619047619,46.2585034014,46.4285714286,43.537414966,54.7619047619,58.5034013605,20.2380952381,22.4489795918,4.7619047619,6.1224489796,28.5714285714,31.2925170068,40.4761904762,40.1360544218,52.380952381,51.7006802721,55.9523809524,53.0612244898,95.2380952381,75.5102040816,34.5238095238,32.6530612245,64.2857142857,59.1836734694,47.619047619,44.8979591837,17.8571428571,19.7278911565,13.0952380952,15.6462585034,19.0476190476,21.768707483
3.4.2.3.0,Istruttori di tecniche in campo artistico,51.3157894737,47.3684210526,32.8947368421,32.3308270677,34.2105263158,33.8345864662,21.0526315789,20.3007518797,36.8421052632,33.8345864662,55.2631578947,55.6390977444,39.4736842105,36.8421052632,36.8421052632,38.3458646617,26.3157894737,21.8045112782,60.5263157895,51.8796992481,89.4736842105,77.4436090226,64.4736842105,60.9022556391,63.1578947368,57.1428571429,73.6842105263,62.4060150376,69.7368421053,66.1654135338,60.5263157895,56.3909774436,34.2105263158,37.5939849624,3.9473684211,4.5112556391,22.3684210526,18.7969924812,0,0,3.9473684211,3.7593759398,0,0,0,0,38.1578947368,35.3383458647,30.2631578947,27.8195488722,47.3684210526,44.3609022556,69.7368421053,63.9097744361,69.7368421053,65.4135338346,46.0526315789,42.1052631579,13.1578947368,12.030075188,38.1578947368,35.3383458647,69.7368421053,60.9022556391,69.7368421053,63.9097744361,72.3684210526,61.6541353383,82.8947368421,66.1654135338,43.4210526316,39.8496240602,80.2631578947,69.1729323308,51.3157894737,46.6165413534,19.7368421053,21.0526315789,17.1052631579,17.2932330827,36.8421052632,40.6015037594
3.4.2.4.0,Istruttori di discipline sportive non agonistiche,50,47.8260869565,40.2173913043,37.8881987578,32.6086956522,35.4037267081,47.8260869565,38.5093167702,30.4347826087,33.5403726708,58.6956521739,52.1739130435,34.7826086957,38.5093167702,26.0869565217,25.4658385093,25,24.8447204969,63.0434782609,57.1428571429,61.9565217391,52.1739130435,60.8695652174,54.6583850932,57.6086956522,55.900621118,57.6086956522,60.8695652174,63.0434782609,66.4596273292,81.5217391304,66.4596273292,41.3043478261,40.3726708075,15.2173913043,19.2546583851,29.347826087,29.1925465839,5.4347826087,4.9689254658,1.0869565217,1.2422173913,4.347826087,5.5900248447,1.0869565217,2.4844720497,29.347826087,30.4347826087,46.7391304348,45.9627329193,60.8695652174,55.2795031056,63.0434782609,57.7639751553,63.0434782609,62.1118012422,66.3043478261,60.8695652174,16.3043478261,18.6335403727,38.0434782609,37.8881987578,64.1304347826,58.3850931677,53.2608695652,47.8260869565,55.4347826087,45.3416149068,72.8260869565,60.248447205,31.5217391304,28.5714285714,67.3913043478,57.7639751553,50,44.7204968944,13.0434782609,14.9068322981,16.3043478261,16.149068323,14.1304347826,15.5279503106
3.4.2.5.1,Organizzatori di eventi e di strutture sportive,61.8421052632,54.8872180451,42.1052631579,40.6015037594,42.1052631579,37.5939849624,30.2631578947,24.8120300752,39.4736842105,34.5864661654,51.3157894737,45.8646616541,44.7368421053,40.6015037594,46.0526315789,45.8646616541,34.2105263158,35.3383458647,75,60.9022556391,48.6842105263,42.1052631579,50,51.8796992481,60.5263157895,56.3909774436,78.9473684211,60.9022556391,76.3157894737,66.9172932331,18.4210526316,20.3007518797,7.8947368421,12.030075188,5.2631578947,7.5187969925,38.1578947368,38.3458646617,6.5789473684,7.5187969925,15.7894736842,13.5338345865,6.5789473684,6.7669172932,5.2631578947,5.2631578947,50,42.8571428571,40.7894736842,42.1052631579,63.1578947368,55.6390977444,75,61.6541353383,85.5263157895,66.1654135338,18.4210526316,20.3007518797,22.3684210526,24.8120300752,51.3157894737,45.1127819549,34.2105263158,30.8270676692,61.8421052632,53.3834586466,56.5789473684,50.3759398496,38.1578947368,37.5939849624,51.3157894737,45.1127819549,40.7894736842,44.3609022556,40.7894736842,36.0902255639,40.7894736842,36.8421052632,36.8421052632,35.3383458647,63.1578947368,48.1203007519
3.4.2.5.2,Osservatori sportivi,76.6666666667,65.7142857143,45,38.0952380952,11.6666666667,11.4285714286,10,8.5714285714,18.3333333333,18.0952380952,83.3333333333,72.3807619048,20,19.0476190476,50,47.619047619,46.6666666667,42.8571428571,41.6666666667,37.1428571429,26.6666666667,22.8571428571,43.3333333333,40.9523809524,28.3333333333,25.7142857143,33.3333333333,34.2857142857,36.6666666667,42.8571428571,3.3333333333,2.8571428571,5,5.7142857143,0,0,35,28.5714285714,0,0,10,11.4285714286,3.3333333333,3.8095238095,3.3333333333,3.8095238095,43.3333333333,35.2380952381,41.6666666667,36.1904761905,58.3333333333,49.5238095238,50,46.6666666667,66.6666666667,60,16.6666666667,17.1428571429,21.6666666667,19.0476190476,20,21.9047619048,13.3333333333,14.2857142857,28.3333333333,24.7619047619,21.6666666667,19.0476190476,25,21.9047619048,20,18.0952380952,25,20,40,38.0952380952,0,0,23.3333333333,22.8571428571,6.6666666667,6.6666380952
3.4.2.6.1,Allenatori e tecnici sportivi,70.5882352941,48.7394957983,51.4705882353,38.6554621849,35.2941176471,26.8907563025,25,19.3277310924,45.5882352941,30.2521008403,80.8823529412,60.5042016807,35.2941176471,28.5714285714,39.7058823529,32.7731092437,35.2941176471,26.8907563025,82.3529411765,61.3445378151,45.5882352941,38.6554621849,58.8235294118,48.7394957983,73.5294117647,52.1008403361,77.9411764706,53.781512605,80.8823529412,61.3445378151,51.4705882353,31.9327731092,38.2352941176,28.5714285714,14.7058823529,10.9243697479,20.5882352941,18.487394958,0,0,2.9411764706,3.3613445378,22.0588235294,13.4453781513,0,0,32.3529411765,26.8907563025,38.2352941176,28.5714285714,76.4705882353,49.5798319328,52.9411764706,36.1344537815,79.4117647059,58.8235294118,63.2352941176,49.5798319328,4.4117647059,5.0419915966,47.0588235294,40.3361344538,22.0588235294,19.3277310924,72.0588235294,50.4201680672,70.5882352941,53.781512605,79.4117647059,56.3025210084,66.1764705882,52.9411764706,85.2941176471,70.5880672269,48.5294117647,40.3361344538,2.9411764706,5.0420168067,16.1764705882,15.9663865546,16.1764705882,13.4453781513
3.4.2.6.2,Arbitri e giudici di gara,66.25,51.4285714286,70,54.2857142857,48.75,39.2857142857,52.5,36.4285714286,43.75,31.4285714286,46.25,37.8571428571,73.75,52.8571428571,50,40,35,31.4285714286,86.25,57.1428571429,5,6.42855,57.5,44.2857142857,23.75,21.4285714286,35,25.7142857143,46.25,38.5714285714,47.5,36.4285714286,23.75,20,5,7.8571214286,30,25.7142857143,0,0,28.75,25,1.25,2.1428571429,1.25,1.4285714286,52.5,42.8571428571,58.75,43.5714285714,77.5,56.4285714286,53.75,37.8571428571,58.75,49.2857142857,26.25,25,0,0,75,60,41.25,27.1428571429,41.25,37.8571428571,27.5,25,26.25,21.4285714286,21.25,22.1428571429,21.25,19.2857142857,23.75,24.2857142857,16.25,17.1428571429,3.75,3.5714071429,6.25,9.2857142857
3.4.2.7.0,Atleti,41.6666666667,33.3333333333,21.6666666667,18.0952380952,16.6666666667,13.3333333333,5,4.7619047619,13.3333333333,5.7142857143,11.6666666667,10.4761904762,10,6.6666666667,6.6666666667,5.7142857143,6.6666666667,6.6666380952,31.6666666667,25.7142857143,23.3333333333,19.0476190476,26.6666666667,20.9523809524,25,15.2380952381,11.6666666667,10.4761904762,20,20,80,66.6666666667,55,49.5238095238,1.6666666667,1.9047333333,1.6666666667,0.9523809524,0,0,0,0,6.6666666667,6.6666666667,0,0,5,3.8095238095,28.3333333333,22.8571428571,63.3333333333,45.7142857143,13.3333333333,10.4761904762,63.3333333333,52.380952381,10,9.5238095238,1.6666666667,1.9047619048,5,4.7618761905,23.3333333333,23.8095238095,8.3333333333,5.7142857143,20,15.2380952381,6.6666666667,5.7142571429,5,3.8095238095,15,13.3333333333,10,11.4285714286,0,0,0,0,0,0
3.4.3.1.1,Annunciatori della radio e della televisione,67.5,55,45,43.5714285714,36.25,34.2857142857,18.75,19.2857142857,17.5,19.2857142857,31.25,30,25,27.8571428571,38.75,38.5714285714,41.25,34.2857142857,46.25,40,66.25,55.7142857143,66.25,59.2857142857,33.75,32.1428571429,42.5,42.1428571429,55,52.1428571429,3.75,5.7142642857,15,15.7142857143,18.75,16.4285714286,65,55,1.25,1.4285714286,3.75,4.2856928571,1.25,1.42855,1.25,1.42855,35,31.4285714286,45,37.1428571429,63.75,57.1428571429,68.75,62.1428571429,67.5,62.8571428571,6.25,7.1428357143,18.75,16.4285714286,13.75,15,62.5,58.5714285714,30,28.5714285714,32.5,31.4285714286,15,17.8571428571,13.75,15,26.25,27.1428571429,27.5,30,12.5,15.7142857143,12.5,13.5714285714,18.75,17.8571428571
3.4.3.1.2,Presentatori di performance artistiche e ricreative,70.8333333333,39.2857142857,47.9166666667,28.5714285714,35.4166666667,23.8095238095,37.5,21.4285714286,20.8333333333,17.8571428571,54.1666666667,30.9523809524,6.25,7.1428571429,20.8333333333,17.8571428571,16.6666666667,15.4761904762,58.3333333333,38.0952380952,81.25,57.1428571429,79.1666666667,50,47.9166666667,29.7619047619,33.3333333333,23.8095238095,47.9166666667,32.1428571429,27.0833333333,16.6666666667,43.75,27.380952381,37.5,16.6666666667,66.6666666667,33.3333333333,2.0833333333,2.380952381,0,0,8.3333333333,5.9523809524,14.5833333333,9.5238095238,35.4166666667,21.4285714286,39.5833333333,30.9523809524,64.5833333333,35.7142857143,52.0833333333,35.7142857143,79.1666666667,54.7619047619,4.1666666667,4.7619047619,12.5,8.3333333333,25,21.4285714286,75,58.3333333333,18.75,14.2857142857,0,0,4.1666666667,3.5714285714,12.5,7.1428571429,0,0,10.4166666667,5.9523809524,6.25,2.380952381,2.0833333333,2.3809166667,8.3333333333,4.7619047619
3.4.3.2.0,"Tecnici dell'organizzazione della produzione radiotelevisiva, cinematografica e teatrale",73.8636363636,71.4285714286,55.6818181818,57.1428571429,46.5909090909,53.8961038961,29.5454545455,29.2207792208,26.1363636364,29.8701298701,48.8636363636,51.2987012987,42.0454545455,46.7532467532,52.2727272727,53.8961038961,44.3181818182,48.7012987013,59.0909090909,59.7402597403,75,66.8831168831,72.7272727273,69.4805194805,64.7727272727,61.038961039,69.3181818182,70.1298701299,80.6818181818,73.3766233766,7.9545454545,10.3896103896,19.3181818182,24.6753246753,5.6818181818,5.8441363636,71.5909090909,61.6883116883,0,0,26.1363636364,29.2207792208,3.4090909091,4.5454545455,13.6363636364,12.987012987,47.7272727273,47.4025974026,47.7272727273,44.1558441558,71.5909090909,64.9350649351,69.3181818182,67.5324675325,73.8636363636,70.7792207792,27.2727272727,34.4155844156,20.4545454545,18.1818181818,38.6363636364,38.3116883117,43.1818181818,40.9090909091,73.8636363636,71.4285714286,57.9545454545,54.5454545455,52.2727272727,54.5454545455,50,50,52.2727272727,51.2987012987,60.2272727273,61.038961039,30.6818181818,33.7662337662,37.5,40.9090909091,37.5,37.6623376623
3.4.3.3.0,Intrattenitori,52.2727272727,46.7532467532,38.6363636364,33.7662337662,20.4545454545,20.7792207792,25,24.6753246753,13.6363636364,12.987012987,45.4545454545,42.8571428571,15.9090909091,18.1818181818,20.4545454545,22.0779220779,20.4545454545,18.1818181818,31.8181818182,36.3636363636,75,68.8311688312,47.7272727273,46.7532467532,31.8181818182,28.5714285714,38.6363636364,37.6623376623,43.1818181818,44.1558441558,75,64.9350649351,36.3636363636,41.5584415584,4.5454545455,5.1948051948,20.4545454545,19.4805194805,11.3636363636,11.6883116883,4.5454545455,7.7922077922,2.2727272727,2.5973636364,2.2727272727,2.5973636364,18.1818181818,16.8831168831,29.5454545455,28.5714285714,61.3636363636,54.5454545455,65.9090909091,55.8441558442,59.0909090909,54.5454545455,50,53.2467532468,27.2727272727,27.2727272727,36.3636363636,37.6623376623,86.3636363636,77.9220779221,31.8181818182,28.5714285714,27.2727272727,24.6753246753,31.8181818182,25.974025974,20.4545454545,22.0779220779,22.7272727273,22.0779220779,18.1818181818,19.4805194805,15.9090909091,18.1818181818,6.8181818182,9.0909090909,22.7272727273,20.7792207792
3.4.4.1.1,Grafici,61.6666666667,56.6666666667,41.6666666667,46.1904761905,37.5,40.9523809524,21.6666666667,21.4285714286,46.6666666667,40.4761904762,48.3333333333,47.1428571429,35.8333333333,33.8095238095,45.8333333333,42.380952381,39.1666666667,38.0952380952,60.8333333333,58.5714285714,85,76.1903809524,63.3333333333,66.6666666667,48.3333333333,47.619047619,49.1666666667,46.1904761905,61.6666666667,61.4285714286,13.3333333333,11.4285714286,15.8333333333,16.1904761905,7.5,8.5714142857,87.5,69.5238095238,0.8333333333,0.9523809524,28.3333333333,30.4761904762,6.6666666667,5.7142714286,6.6666666667,7.619047619,43.3333333333,44.2857142857,47.5,44.7619047619,59.1666666667,53.3333333333,70,65.7142857143,65,64.2857142857,15.8333333333,16.1904761905,32.5,31.9047619048,30,30.9523809524,20.8333333333,19.0476190476,34.1666666667,37.1428571429,30,29.5238095238,25,26.6666666667,36.6666666667,37.1428571429,33.3333333333,36.6666666667,40.8333333333,42.8571428571,20.8333333333,20.9523809524,18.3333333333,20.4761904762,27.5,26.6666666667
3.4.4.1.2,Allestitori di scena,61.6666666667,52.380952381,48.3333333333,49.5238095238,50,41.9047619048,46.6666666667,40.9523809524,55,39.0476190476,68.3333333333,56.1904761905,33.3333333333,33.3333333333,28.3333333333,27.619047619,21.6666666667,19.0476190476,75,60.9523809524,86.6666666667,71.4283809524,46.6666666667,51.4285714286,31.6666666667,29.5238095238,51.6666666667,46.6666666667,63.3333333333,59.0476190476,38.3333333333,42.8571428571,45,42.8571428571,20,22.8571428571,40,31.4285714286,16.6666666667,20,40,32.380952381,6.6666666667,7.619047619,3.3333333333,2.8571428571,40,36.1904761905,45,38.0952380952,76.6666666667,69.5238095238,56.6666666667,50.4761904762,68.3333333333,60.9523809524,21.6666666667,25.7142857143,10,12.380952381,45,44.7619047619,20,17.1428571429,63.3333333333,60,41.6666666667,39.0476190476,31.6666666667,30.4761904762,41.6666666667,35.2380952381,45,39.0476190476,45,43.8095238095,16.6666666667,20,36.6666666667,36.1904761905,55,48.5714285714
3.4.4.2.1,Tecnici dei musei,81.25,63.0952380952,64.5833333333,52.380952381,52.0833333333,44.0476190476,58.3333333333,46.4285714286,45.8333333333,42.8571428571,66.6666666667,58.3333333333,60.4166666667,46.4285714286,68.75,52.380952381,68.75,58.3333333333,66.6666666667,51.1904761905,62.5,51.1904761905,77.0833333333,64.2857142857,43.75,38.0952380952,68.75,52.380952381,77.0833333333,58.3333333333,6.25,8.3333333333,29.1666666667,33.3333333333,2.0833333333,2.380952381,70.8333333333,46.4285714286,0,0,27.0833333333,23.8095238095,0,0,0,0,64.5833333333,48.8095238095,56.25,46.4285714286,91.6666666667,67.8571428571,93.75,64.2857142857,91.6666666667,65.4761904762,31.25,32.1428571429,20.8333333333,23.8095238095,35.4166666667,39.2857142857,41.6666666667,38.0952380952,68.75,53.5714285714,41.6666666667,36.9047619048,27.0833333333,29.7619047619,45.8333333333,40.4761904762,41.6666666667,38.0952380952,50,44.0476190476,56.25,47.619047619,18.75,16.6666666667,39.5833333333,33.3333333333
3.4.4.2.2,Tecnici delle biblioteche,63.0952380952,55.7823129252,50,48.2993197279,33.3333333333,31.9727891156,25,23.8095238095,21.4285714286,21.768707483,40.4761904762,37.4149659864,32.1428571429,31.9727891156,46.4285714286,46.2585034014,38.0952380952,34.0136054422,45.2380952381,46.9387755102,32.1428571429,34.693877551,59.5238095238,55.1020408163,35.7142857143,31.9727891156,39.2857142857,38.7755102041,45.2380952381,40.8163265306,9.5238095238,9.5238095238,28.5714285714,27.8911564626,1.1904761905,2.0408163265,53.5714285714,40.8163265306,0,0,10.7142857143,10.2040816327,2.380952381,2.7210884354,4.7619047619,5.4421564626,70.2380952381,58.5034013605,63.0952380952,55.7823129252,70.2380952381,62.5850340136,64.2857142857,57.1428571429,75,59.8639455782,23.8095238095,21.768707483,5.9523809524,6.1224489796,32.1428571429,31.9727891156,66.6666666667,50.3401360544,42.8571428571,40.1360544218,34.5238095238,33.3333333333,25,24.4897959184,23.8095238095,23.1292517007,25,24.4897959184,39.2857142857,36.0544217687,25,23.8095238095,4.7619047619,6.1224285714,25,25.1700680272
3.4.4.3.1,Stimatori di opere d'arte,77.4193548387,73.2718894009,75,65.8986175115,37.9032258065,40.5529953917,31.4516129032,29.4930875576,51.6129032258,45.1612903226,89.5161290323,83.8709677419,45.1612903226,43.7788018433,62.0967741935,61.7511520737,55.6451612903,52.534562212,69.3548387097,66.3594470046,57.2580645161,52.9953917051,70.1612903226,65.4377880184,62.9032258065,54.8387096774,61.2903225806,52.9953917051,65.3225806452,61.7511520737,12.0967741935,11.9815668203,41.1290322581,41.935483871,6.4516129032,7.8341013825,58.064516129,49.7695852535,6.4516129032,4.6082949309,24.1935483871,21.6589861751,1.6129032258,1.3824884793,4.0322580645,4.608281106,53.2258064516,50.6912442396,58.064516129,56.2211981567,51.6129032258,52.534562212,75.8064516129,73.732718894,74.1935483871,72.8110599078,13.7096774194,14.2857142857,57.2580645161,53.4562211982,59.6774193548,57.1428571429,61.2903225806,57.1428571429,50,49.3087557604,33.064516129,28.5714285714,31.4516129032,31.797235023,35.4838709677,35.0230414747,35.4838709677,36.866359447,50.8064516129,49.7695852535,39.5161290323,41.935483871,24.1935483871,27.1889400922,45.9677419355,42.8571428571
3.4.4.3.2,Periti filatelici e numismatici,83.75,67.857,72.5,63.5714285714,31.25,28.5714285714,12.5,10.7142857143,36.25,30,92.5,82.8571428571,60,52.8571428571,70,60.7142857143,57.5,49.2857142857,52.5,53.5714285714,26.25,27.8571428571,62.5,56.4285714286,22.5,23.5714285714,38.75,38.5714285714,41.25,44.2857142857,3.75,4.2857142857,40,37.1428571429,0,0,63.75,48.5714285714,0,0,15,13.5714285714,2.5,2.8571428571,3.75,4.2857142857,58.75,52.1428571429,55,50,40,38.5714285714,68.75,62.1428571429,68.75,58.5714285714,5,4.9999785714,32.5,28.5714285714,48.75,47.8571428571,38.75,35,11.25,13.5714285714,11.25,14.2857142857,22.5,25.7142857143,13.75,14.2857142857,13.75,17.8571428571,61.25,49.2857142857,30,31.4285714286,3.75,7.1428571429,30,27.1428571429
3.4.4.3.3,Periti calligrafi,73.8095238095,65.306122449,73.8095238095,64.6258503401,40.4761904762,45.5782312925,17.8571428571,17.6870748299,27.380952381,25.8503401361,39.2857142857,43.537414966,45.2380952381,40.1360544218,67.8571428571,63.2653061224,65.4761904762,58.5034013605,71.4285714286,61.2244897959,27.380952381,26.5306122449,72.619047619,59.1836734694,28.5714285714,23.8095238095,32.1428571429,29.9319727891,50,46.9387755102,5.9523809524,4.0816326531,21.4285714286,21.768707483,2.380952381,2.0407959184,75,49.6598639456,0,0,17.8571428571,17.0068027211,0,0,2.380952381,4.0816326531,64.2857142857,54.4217687075,76.1904761905,59.1836734694,58.3333333333,48.2993197279,64.2857142857,48.2993197279,65.4761904762,57.1428571429,11.9047619048,10.8843537415,3.5714285714,4.7618843537,35.7142857143,33.3333333333,26.1904761905,25.1700680272,16.6666666667,16.3265306122,13.0952380952,12.925170068,16.6666666667,15.6462585034,7.1428571429,7.4829727891,15.4761904762,12.925170068,53.5714285714,41.4965986395,27.380952381,27.8911564626,2.380952381,3.4013605442,22.619047619,23.8095238095
3.4.4.4.0,Tecnici del restauro,61.25,59.2857142857,53.75,48.5714285714,57.5,54.2857142857,43.75,40,63.75,55,60,62.1428571429,46.25,45.7142857143,43.75,45,37.5,38.5714285714,76.25,63.5714285714,65,59.2857142857,70,60.7142857143,48.75,39.2857142857,55,47.8571428571,67.5,62.1428571429,23.75,29.2857142857,60,62.8571428571,16.25,23.5714285714,32.5,32.1428571429,10,10,31.25,29.2857142857,12.5,15.7142857143,5,5.7142857143,51.25,52.8571428571,51.25,55.7142857143,52.5,51.4285714286,58.75,57.8571428571,70,67.1428571429,20,22.8571428571,10,10.7142857143,27.5,31.4285714286,16.25,17.8571428571,40,42.1428571429,31.25,32.1428571429,35,36.4285714286,32.5,36.4285714286,36.25,36.4285714286,41.25,42.1428571429,40,40.7142857143,31.25,31.4285714286,51.25,52.8571428571
3.4.5.1.0,Assistenti sociali,79.5454545455,66.8831168831,64.7727272727,57.7922077922,36.3636363636,33.7662337662,2.2727272727,2.5974025974,18.1818181818,20.1298701299,57.9545454545,53.2467532468,51.1363636364,50.6493506494,48.8636363636,49.3506493506,60.2272727273,54.5454545455,75,62.987012987,52.2727272727,48.7012987013,59.0909090909,52.5974025974,60.2272727273,52.5974025974,55.6818181818,46.7532467532,65.9090909091,59.7402597403,10.2272727273,12.3376623377,5.6818181818,4.5454545455,0,0,42.0454545455,42.2077922078,0,0,2.2727272727,2.5973636364,0,0,0,0,57.9545454545,53.8961038961,59.0909090909,51.2987012987,75,59.7402597403,87.5,69.4805194805,76.1363636364,68.1818181818,93.1818181818,79.8701298701,6.8181818182,6.4935064935,64.7727272727,58.4415584416,52.2727272727,45.4545454545,53.4090909091,48.7012987013,53.4090909091,51.2987012987,28.4090909091,32.4675324675,34.0909090909,34.4155844156,37.5,38.3116883117,50,48.7012987013,34.0909090909,34.4155844156,0,0,19.3181818182,21.4285714286
3.4.5.2.0,Tecnici del reinserimento e dell’integrazione sociale,76.3157894737,66.1654135338,67.1052631579,63.9097744361,52.6315789474,52.6315789474,2.6315789474,3.007518797,31.5789473684,33.8345864662,61.8421052632,58.6466165414,56.5789473684,53.3834586466,55.2631578947,51.1278195489,59.2105263158,53.3834586466,77.6315789474,66.9172932331,65.7894736842,58.6466165414,75,69.1729323308,73.6842105263,66.1654135338,72.3684210526,66.9172932331,73.6842105263,66.1654135338,13.1578947368,14.2857142857,10.5263157895,10.5263157895,5.2631578947,5.2631578947,51.3157894737,46.6165413534,6.5789473684,7.5187744361,3.9473684211,3.7593984962,1.3157894737,1.5037593985,1.3157894737,1.5037593985,59.2105263158,56.3909774436,63.1578947368,58.6466165414,88.1578947368,71.4285714286,86.8421052632,75.9398496241,82.8947368421,73.6842105263,96.0526315789,86.4661654135,6.5789473684,6.7668947368,65.7894736842,66.1654135338,53.9473684211,48.8721804511,71.0526315789,61.6541353383,72.3684210526,64.6616541353,50,48.1203007519,51.3157894737,47.3684210526,60.5263157895,58.6466165414,61.8421052632,54.8872180451,21.0526315789,27.8195488722,3.9473684211,5.263112782,26.3157894737,28.5714285714
3.4.5.3.0,Tecnici dei servizi per l'impiego,70,64.2857142857,46.25,45,43.75,47.8571428571,7.5,10,16.25,19.2857142857,52.5,50.7142857143,57.5,51.4285714286,63.75,57.1428571429,47.5,45.7142857143,65,63.5714285714,23.75,23.5714285714,56.25,50.7142857143,43.75,40,51.25,48.5714285714,60,52.1428571429,0,0,1.25,1.4285714286,1.25,1.4285714286,71.25,59.2857142857,0,0,2.5,4.9999785714,2.5,2.8571428571,2.5,5.7142857143,62.5,52.8571428571,61.25,57.1428571429,71.25,61.4285714286,72.5,65.7142857143,67.5,60,21.25,16.4285714286,11.25,10.7142857143,51.25,48.5714285714,53.75,49.2857142857,55,43.5714285714,46.25,38.5714285714,32.5,27.1428571429,48.75,41.4285714286,42.5,37.1428571429,48.75,42.1428571429,61.25,55,32.5,30,7.5,6.42855
3.4.5.4.0,Tecnici dei servizi di sicurezza privati e professioni assimilate,62.5,58.5714285714,45,43.5714285714,45,42.1428571429,40,34.2857142857,35,34.2857142857,51.25,47.8571428571,52.5,46.4285714286,41.25,39.2857142857,41.25,39.2857142857,72.5,61.4285714286,33.75,34.2857142857,63.75,57.1428571429,48.75,48.5714285714,65,57.8571428571,65,56.4285714286,12.5,12.8571428571,12.5,11.4285714286,7.5,9.2856928571,51.25,42.1428571429,13.75,12.1428571429,26.25,21.4285714286,5,7.8571214286,2.5,2.1428357143,48.75,47.1428571429,51.25,48.5714285714,76.25,63.5714285714,70,58.5714285714,62.5,56.4285714286,22.5,23.5714285714,25,26.4285714286,52.5,50.7142857143,28.75,25,65,57.1428571429,50,52.1428571429,40,38.5714285714,62.5,55.7142857143,55,54.2857142857,41.25,41.4285714286,32.5,33.5714285714,46.25,46.4285714286,48.75,42.1428571429
3.4.5.5.0,Tecnici delle attività religiose e di culto,44.0476190476,44.8979591837,34.5238095238,34.693877551,28.5714285714,31.2925170068,14.2857142857,14.9659863946,23.8095238095,23.1292517007,34.5238095238,32.6530612245,17.8571428571,19.0476190476,17.8571428571,20.4081632653,14.2857142857,17.0068027211,53.5714285714,49.6598639456,40.4761904762,42.1768707483,42.8571428571,40.8163265306,39.2857142857,35.3741496599,36.9047619048,36.0544217687,50,44.8979591837,15.4761904762,14.2857142857,16.6666666667,20.4081632653,0,0,38.0952380952,32.6530612245,5.9523809524,5.4421564626,2.380952381,2.721047619,1.1904761905,0.6802721088,1.1904761905,2.7210884354,34.5238095238,34.693877551,39.2857142857,34.693877551,66.6666666667,53.0612244898,58.3333333333,50.3401360544,76.1904761905,64.6258503401,73.8095238095,69.387755102,10.7142857143,6.8027210884,38.0952380952,36.0544217687,22.619047619,24.4897959184,46.4285714286,42.1768707483,57.1428571429,36.0544217687,36.9047619048,43.537414966,25,28.5714285714,34.5238095238,37.4149659864,33.3333333333,29.2517006803,25,23.1292517007,7.1428571429,10.2040816327,23.8095238095,26.5306122449
