up_new,Descrizione,e1,e2,e3,e4,e5,e6,e7,e8,e9,e10,e11,e12,e13,e14,e15,e16,e17,e18,e19,e20,e21
6.4.4.1.1,Abbattitori di alberi e rimboschitori,77.0833333333,75,75,50,66.6666666667,50,58.3333333333,75,39.5833333333,50,62.5,60.4166666667,68.75,75,77.0833333333,75,78.125,68.75,58.3333333333,50,52.0833333333
6.4.4.1.2,Sugherai e raccoglitori di resine,92.1052631579,90.7894736842,89.4736842105,39.4736842105,27.6315789474,61.8421052632,31.5789473684,78.9473684211,25,63.1578947368,75,78.9473684211,82.8947368421,84.2105263158,88.1578947368,70.5882352941,88.2352941176,39.7058823529,57.8947368421,58.8235294118,55.2631578947
6.4.5.1.0,Acquacoltori,82.5,82.5,88.75,77.5,68.75,46.25,63.75,77.5,22.5,55,47.5,58.75,63.75,60,80,68.75,62.5,62.5,72.5,56.25,82.5
6.4.5.2.0,Pescatori della pesca costiera e in acque interne,72.619047619,69.0476190476,70.2380952381,57.1428571429,48.8095238095,42.8571428571,40.4761904762,60.7142857143,50,60.7142857143,60.7142857143,66.6666666667,73.8095238095,67.8571428571,72.619047619,71.4285714286,64.2857142857,60.7142857143,69.0476190476,60.7142857143,69.0476190476
6.4.5.3.0,Pescatori d'alto mare,82.5,77.5,85,47.5,67.5,32.5,50,60,40,55,72.5,75,75,70,75,75,75,62.5,67.5,37.5,85
6.4.5.4.0,Cacciatori,82.1428571429,82.1428571429,41.6666666667,52.380952381,42.8571428571,5.9523809524,8.3333333333,57.1428571429,8.3333333333,39.2857142857,46.4285714286,55.9523809524,71.4285714286,89.2857142857,83.3333333333,39.2857142857,0,0,55.9523809524,53.5714285714,54.7619047619
6.5.1.1.1,Macellai e abbattitori di animali,84.5238095238,70.2380952381,84.5238095238,57.1428571429,65.4761904762,57.1428571429,59.5238095238,57.1428571429,47.619047619,59.5238095238,60.7142857143,61.9047619048,70.2380952381,66.6666666667,69.0476190476,64.2857142857,67.8571428571,67.8571428571,57.1428571429,50,72.619047619
6.5.1.1.2,Norcini,84.2105263158,82.8947368421,78.9473684211,63.1578947368,72.3684210526,53.9473684211,61.8421052632,75,50,60.5263157895,65.7894736842,65.7894736842,73.6842105263,65.7894736842,76.3157894737,,,,68.4210526316,,76.3157894737
6.5.1.1.3,Pesciaioli,77.5,68.75,82.5,67.5,57.5,58.75,60,70,45,65,61.25,65,72.5,62.5,76.25,72.9166666667,75,70.8333333333,56.25,45.8333333333,51.25
6.5.1.1.4,Addetti alla conservazione di carni e pesci,76.25,67.5,86.25,50,70,62.5,66.25,75,52.5,70,62.5,72.5,76.25,57.5,76.25,81.8181818182,81.8181818182,72.7272727273,57.5,47.7272727273,57.5
6.5.1.2.1,Panettieri,81.25,79.1666666667,84.375,66.6666666667,48.9583333333,50,64.5833333333,75,43.75,57.2916666667,57.2916666667,69.7916666667,65.625,66.6666666667,73.9583333333,75,66.6666666667,50,79.1666666667,66.6666666667,80.2083333333
6.5.1.2.2,Pastai,83.3333333333,83.3333333333,91.6666666667,70.2380952381,65.4761904762,50,64.2857142857,73.8095238095,44.0476190476,65.4761904762,58.3333333333,69.0476190476,75,63.0952380952,78.5714285714,75,75,75,82.1428571429,25,83.3333333333
6.5.1.3.1,Pasticcieri e cioccolatai,89.2857142857,77.380952381,85.7142857143,61.9047619048,67.8571428571,59.5238095238,64.2857142857,75,50,57.1428571429,59.5238095238,71.4285714286,67.8571428571,67.8571428571,80.9523809524,68.75,68.75,75,82.1428571429,50,71.4285714286
6.5.1.3.2,Gelatai,77.380952381,75,86.9047619048,55.9523809524,53.5714285714,52.380952381,57.1428571429,72.619047619,46.4285714286,57.1428571429,66.6666666667,67.8571428571,70.2380952381,64.2857142857,75,75,75,75,82.1428571429,62.5,82.1428571429
6.5.1.3.3,Conservieri,77.7777777778,75,84.7222222222,61.1111111111,77.7777777778,40.2777777778,54.1666666667,68.0555555556,40.2777777778,52.7777777778,69.4444444444,65.2777777778,76.3888888889,65.2777777778,79.1666666667,75,75,75,79.1666666667,25,83.3333333333
6.5.1.4.0,Degustatori e classificatori di prodotti alimentari e bevande,86.8421052632,77.6315789474,71.0526315789,68.4210526316,53.9473684211,47.3684210526,50,76.3157894737,51.3157894737,71.0526315789,73.6842105263,67.1052631579,68.4210526316,78.9473684211,78.9473684211,75,73.0769230769,61.5384615385,72.3684210526,63.4615384615,68.4210526316
6.5.1.5.0,Artigiani ed operai specializzati delle lavorazioni artigianali casearie,85,67.5,88.75,52.5,52.5,48.75,61.25,66.25,31.25,55,61.25,66.25,70,42.5,80,60,70,65,55,60,73.75
6.5.1.6.0,Operai specializzati della preparazione e della lavorazione delle foglie di tabacco,76.5625,70.3125,78.125,76.5625,57.8125,62.5,51.5625,73.4375,51.5625,64.0625,62.5,65.625,75,67.1875,76.5625,71.875,73.4375,73.4375,62.5,53.125,54.6875
6.5.2.1.1,"Stagionatori, ed operai specializzati del primo trattamento del legno",79.4117647059,70.5882352941,82.3529411765,75,70.5882352941,44.1176470588,58.8235294118,76.4705882353,26.4705882353,66.1764705882,50,61.7647058824,70.5882352941,61.7647058824,76.4705882353,75,75,75,64.7058823529,62.5,70.5882352941
6.5.2.1.2,"Curvatori, sagomatori ed operai specializzati della prima lavorazione del legno",75,69.2307692308,80.7692307692,65.3846153846,65.3846153846,40.3846153846,44.2307692308,67.3076923077,42.3076923077,65.3846153846,61.5384615385,65.3846153846,69.2307692308,76.9230769231,76.9230769231,80,70,45,51.9230769231,55,59.6153846154
6.5.2.2.1,Attrezzisti di falegnameria,79.1666666667,66.6666666667,77.7777777778,72.2222222222,70.8333333333,45.8333333333,48.6111111111,76.3888888889,45.8333333333,54.1666666667,61.1111111111,68.0555555556,77.7777777778,77.7777777778,83.3333333333,72.5,72.5,70,69.4444444444,47.5,72.2222222222
6.5.2.2.2,Falegnami,87.037037037,70.3703703704,82.4074074074,77.7777777778,80.5555555556,40.7407407407,43.5185185185,70.3703703704,53.7037037037,59.2592592593,61.1111111111,67.5925925926,70.3703703704,69.4444444444,77.7777777778,100,100,100,84.2592592593,50,74.0740740741
6.5.2.2.3,Montatori di mobili,71.4285714286,58.9285714286,80.3571428571,39.2857142857,67.8571428571,37.5,46.4285714286,66.0714285714,51.7857142857,46.4285714286,62.5,60.7142857143,69.6428571429,64.2857142857,69.6428571429,75,70,67.5,50,40,50
6.5.2.3.1,Impagliatori e lavoranti in vimini e setole,78.8461538462,69.2307692308,78.8461538462,86.5384615385,46.1538461538,30.7692307692,44.2307692308,69.2307692308,25,55.7692307692,30.7692307692,48.0769230769,67.3076923077,69.2307692308,71.1538461538,75,75,75,59.6153846154,50,71.1538461538
6.5.2.3.2,Cordai e intrecciatori di fibre,66.0714285714,76.7857142857,76.7857142857,73.2142857143,73.2142857143,53.5714285714,58.9285714286,76.7857142857,55.3571428571,73.2142857143,64.2857142857,71.4285714286,78.5714285714,75,85.7142857143,95,95,95,67.8571428571,60,51.7857142857
6.5.2.3.3,Lavoranti in giunco e canna,75,72.7272727273,84.0909090909,81.8181818182,59.0909090909,29.5454545455,40.9090909091,65.9090909091,50,40.9090909091,47.7272727273,52.2727272727,61.3636363636,59.0909090909,72.7272727273,,,,81.8181818182,,84.0909090909
6.5.2.3.4,Lavoranti in sughero e spugna,61.7647058824,55.8823529412,82.3529411765,75,44.1176470588,42.6470588235,55.8823529412,73.5294117647,27.9411764706,60.2941176471,52.9411764706,70.5882352941,76.4705882353,35.2941176471,88.2352941176,85.7142857143,67.8571428571,60.7142857143,50,46.4285714286,57.3529411765
6.5.3.1.0,Preparatori di fibre,72.619047619,58.3333333333,75,69.0476190476,44.0476190476,36.9047619048,48.8095238095,59.5238095238,51.1904761905,53.5714285714,45.2380952381,61.9047619048,69.0476190476,63.0952380952,53.5714285714,73.5294117647,69.1176470588,66.1764705882,50,50,46.4285714286
6.5.3.2.1,Tessitori,61.9047619048,50,83.3333333333,69.0476190476,51.1904761905,30.9523809524,27.380952381,63.0952380952,40.4761904762,40.4761904762,50,54.7619047619,63.0952380952,77.380952381,80.9523809524,83.3333333333,83.3333333333,75,53.5714285714,75,73.8095238095
6.5.3.2.2,Maglieristi,68.75,67.5,80,67.5,63.75,43.75,41.25,67.5,43.75,52.5,58.75,62.5,75,76.25,78.75,79.1666666667,79.1666666667,75,58.75,66.6666666667,57.5
6.5.3.2.3,Tintori e addetti al trattamento chimico dei tessuti,76.3157894737,61.8421052632,81.5789473684,53.9473684211,56.5789473684,64.4736842105,47.3684210526,71.0526315789,60.5263157895,67.1052631579,69.7368421053,65.7894736842,77.6315789474,61.8421052632,69.7368421053,75,80.3571428571,67.8571428571,67.1052631579,46.4285714286,51.3157894737
6.5.3.3.1,Modellisti di capi di abbigliamento,81.25,83.75,85,71.25,66.25,53.75,55,76.25,61.25,63.75,71.25,72.5,78.75,71.25,76.25,76.3888888889,75,68.0555555556,78.75,59.7222222222,67.5
6.5.3.3.2,Tagliatori di capi di abbigliamento,82.1428571429,70.2380952381,79.7619047619,64.2857142857,58.3333333333,45.2380952381,57.1428571429,72.619047619,44.0476190476,51.1904761905,48.8095238095,70.2380952381,65.4761904762,65.4761904762,70.2380952381,73.4375,73.4375,71.875,58.3333333333,50,52.380952381
6.5.3.3.3,Confezionatori di capi di abbigliamento,86.25,75,82.5,68.75,66.25,46.25,52.5,78.75,48.75,60,52.5,73.75,75,61.25,78.75,76.5625,76.5625,68.75,62.5,62.5,61.25
6.5.3.3.4,Sarti,86.25,86.25,86.25,82.5,65,38.75,52.5,77.5,50,68.75,42.5,71.25,61.25,67.5,76.25,83.3333333333,75,58.3333333333,90,50,80
6.5.3.3.5,Cappellai,83.3333333333,76.1904761905,84.5238095238,67.8571428571,72.619047619,48.8095238095,45.2380952381,66.6666666667,48.8095238095,48.8095238095,65.4761904762,72.619047619,69.0476190476,69.0476190476,73.8095238095,75,75,68.75,77.380952381,62.5,73.8095238095
6.5.3.4.1,Modellisti di pellicceria e di capi in pelle,81.9444444444,84.7222222222,81.9444444444,66.6666666667,68.0555555556,55.5555555556,51.3888888889,73.6111111111,51.3888888889,58.3333333333,70.8333333333,72.2222222222,76.3888888889,62.5,68.0555555556,75,66.0714285714,60.7142857143,79.1666666667,55.3571428571,59.7222222222
6.5.3.4.2,Tagliatori di pellicceria e di capi in pelle,83.3333333333,79.7619047619,83.3333333333,63.0952380952,66.6666666667,53.5714285714,50,77.380952381,50,66.6666666667,64.2857142857,71.4285714286,76.1904761905,70.2380952381,73.8095238095,82.3529411765,76.4705882353,72.0588235294,61.9047619048,50,52.380952381
6.5.3.4.3,Confezionatori di pellicceria e di capi in pelle,81.5789473684,80.2631578947,81.5789473684,64.4736842105,68.4210526316,48.6842105263,61.8421052632,80.2631578947,42.1052631579,64.4736842105,57.8947368421,71.0526315789,78.9473684211,65.7894736842,78.9473684211,79.6875,78.125,65.625,71.0526315789,62.5,60.5263157895
6.5.3.4.4,Pellicciai e sarti in pelle,80.7692307692,66.3461538462,78.8461538462,68.2692307692,67.3076923077,34.6153846154,36.5384615385,76.9230769231,27.8846153846,50,58.6538461538,58.6538461538,73.0769230769,56.7307692308,77.8846153846,87.5,87.5,75,81.7307692308,50,78.8461538462
6.5.3.5.1,Confezionatori e rifinitori di biancheria intima,75,65,77.5,71.25,61.25,31.25,36.25,66.25,41.25,53.75,63.75,58.75,70,60,76.25,66.6666666667,79.1666666667,79.1666666667,75,45.8333333333,62.5
6.5.3.5.2,Confezionatori e rifinitori di biancheria per la casa,82.8947368421,69.7368421053,80.2631578947,65.7894736842,68.4210526316,28.9473684211,42.1052631579,76.3157894737,39.4736842105,52.6315789474,63.1578947368,56.5789473684,72.3684210526,65.7894736842,81.5789473684,70,65,60,75,70,72.3684210526
6.5.3.5.3,Merlettai e ricamatrici a mano,81.9444444444,75,77.7777777778,69.4444444444,56.9444444444,30.5555555556,36.1111111111,75,29.1666666667,58.3333333333,51.3888888889,72.2222222222,69.4444444444,66.6666666667,81.9444444444,72.2222222222,55.5555555556,50,84.7222222222,80.5555555556,66.6666666667
6.5.3.5.4,Bottonai,70,66.25,92.5,71.25,76.25,47.5,47.5,78.75,45,56.25,52.5,61.25,66.25,48.75,77.5,84.375,90.625,75,91.25,56.25,68.75
6.5.3.6.1,Confezionatori di tende e drappeggi,86.9047619048,80.9523809524,88.0952380952,85.7142857143,72.619047619,45.2380952381,44.0476190476,73.8095238095,48.8095238095,59.5238095238,64.2857142857,60.7142857143,64.2857142857,61.9047619048,66.6666666667,83.3333333333,83.3333333333,58.3333333333,86.9047619048,91.6666666667,85.7142857143
6.5.3.6.2,Modellisti di poltrone e divani,87.5,78.125,84.375,68.75,53.125,43.75,62.5,81.25,40.625,71.875,68.75,78.125,84.375,62.5,81.25,70,75,45,78.125,40,56.25
6.5.3.6.3,Tagliatori di imbottiture e rivestimenti di poltrone e divani,82.1428571429,80.3571428571,80.3571428571,82.1428571429,60.7142857143,64.2857142857,55.3571428571,76.7857142857,48.2142857143,60.7142857143,55.3571428571,67.8571428571,75,67.8571428571,78.5714285714,77.0833333333,75,68.75,67.8571428571,58.3333333333,50
6.5.3.6.4,Confezionatori di poltrone e divani,71.0526315789,61.8421052632,78.9473684211,64.4736842105,60.5263157895,56.5789473684,57.8947368421,78.9473684211,42.1052631579,67.1052631579,52.6315789474,69.7368421053,75,72.3684210526,72.3684210526,77.9411764706,76.4705882353,73.5294117647,55.2631578947,42.6470588235,43.4210526316
6.5.3.6.5,"Tappezzieri di poltrone, divani e assimilati",83.75,81.25,83.75,67.5,82.5,43.75,46.25,76.25,38.75,62.5,62.5,71.25,73.75,73.75,82.5,85.7142857143,89.2857142857,82.1428571429,71.25,64.2857142857,63.75
6.5.3.6.6,Materassai,76.25,82.5,86.25,68.75,72.5,55,48.75,75,45,70,71.25,68.75,76.25,75,83.75,75,62.5,62.5,75,87.5,80
6.5.3.7.0,Artigiani e addetti alle tintolavanderie,73.8095238095,63.0952380952,72.619047619,75,30.9523809524,29.7619047619,44.0476190476,55.9523809524,22.619047619,47.619047619,39.2857142857,51.1904761905,45.2380952381,63.0952380952,63.0952380952,,,,65.4761904762,,82.1428571429
6.5.4.1.0,Conciatori di pelli e di pellicce,71.25,65,77.5,55,51.25,51.25,56.25,66.25,43.75,60,53.75,65,73.75,55,67.5,77.2727272727,77.2727272727,70.4545454545,53.75,47.7272727273,56.25
6.5.4.2.1,Modellisti di calzature,79.1666666667,73.6111111111,79.1666666667,66.6666666667,66.6666666667,45.8333333333,47.2222222222,65.2777777778,54.1666666667,55.5555555556,66.6666666667,69.4444444444,75,69.4444444444,61.1111111111,70.8333333333,66.6666666667,58.3333333333,68.0555555556,58.3333333333,56.9444444444
6.5.4.2.2,Tagliatori di calzature,78.75,67.5,77.5,71.25,60,51.25,52.5,73.75,48.75,63.75,57.5,72.5,72.5,58.75,70,73.2142857143,66.0714285714,62.5,55,62.5,57.5
6.5.4.2.3,Confezionatori di calzature,73.75,65,77.5,58.75,51.25,53.75,48.75,73.75,41.25,65,48.75,67.5,68.75,61.25,65,73.4375,73.4375,67.1875,57.5,40.625,41.25
6.5.4.2.4,"Calzolai, sellai e cuoiai",83.75,75,81.25,63.75,63.75,26.25,32.5,67.5,53.75,45,61.25,66.25,61.25,70,65,,,,73.75,,70
6.5.4.3.1,Modellisti di pelletteria,83.75,81.25,86.25,62.5,68.75,57.5,66.25,78.75,55,70,68.75,73.75,75,68.75,73.75,79.1666666667,75,70.8333333333,81.25,54.1666666667,62.5
6.5.4.3.2,Tagliatori di pelletteria,76.1904761905,64.2857142857,82.1428571429,73.8095238095,58.3333333333,40.4761904762,54.7619047619,72.619047619,53.5714285714,51.1904761905,66.6666666667,64.2857142857,66.6666666667,66.6666666667,53.5714285714,80.3571428571,71.4285714286,64.2857142857,58.3333333333,55.3571428571,55.9523809524
6.5.4.3.3,Confezionatori di pelletteria,76.25,63.75,70,62.5,63.75,46.25,53.75,68.75,45,62.5,61.25,62.5,73.75,62.5,63.75,83.3333333333,78.3333333333,68.3333333333,60,60,52.5
6.5.4.3.4,Pellettieri,79.5454545455,72.7272727273,85.2272727273,72.7272727273,73.8636363636,28.4090909091,31.8181818182,64.7727272727,43.1818181818,50,56.8181818182,64.7727272727,56.8181818182,61.3636363636,70.4545454545,75,75,25,69.3181818182,75,69.3181818182
6.5.5.1.0,Macchinisti ed attrezzisti di scena,88.0952380952,85.7142857143,85.7142857143,63.0952380952,77.380952381,40.4761904762,39.2857142857,72.619047619,55.9523809524,47.619047619,66.6666666667,72.619047619,70.2380952381,77.380952381,73.8095238095,69.0476190476,65.4761904762,59.5238095238,69.0476190476,57.1428571429,61.9047619048
7.1.1.1.0,Conduttori di macchinari in miniere e cave,73.75,76.25,77.5,72.5,48.75,57.5,61.25,72.5,37.5,55,57.5,68.75,76.25,63.75,80,77.9411764706,77.9411764706,67.6470588235,47.5,58.8235294118,63.75
7.1.1.2.0,Conduttori di impianti per il primo trattamento di minerali e di pietre,75,67.1052631579,84.2105263158,56.5789473684,53.9473684211,59.2105263158,59.2105263158,71.0526315789,48.6842105263,61.8421052632,65.7894736842,69.7368421053,78.9473684211,65.7894736842,72.3684210526,76.4705882353,79.4117647059,69.1176470588,61.8421052632,57.3529411765,53.9473684211
7.1.1.3.1,Trivellatori di pozzi,70.8333333333,70.8333333333,76.3888888889,54.1666666667,63.8888888889,45.8333333333,41.6666666667,51.3888888889,34.7222222222,55.5555555556,65.2777777778,58.3333333333,68.0555555556,70.8333333333,66.6666666667,50,41.6666666667,50,61.1111111111,50,72.2222222222
7.1.1.3.2,Conduttori di sonde e perforatrici da prospezione,70.5882352941,63.2352941176,77.9411764706,61.7647058824,55.8823529412,36.7647058824,38.2352941176,63.2352941176,50,52.9411764706,66.1764705882,60.2941176471,75,72.0588235294,75,62.5,80,80,61.7647058824,47.5,47.0588235294
7.1.2.1.1,Operatori di altoforno,78.125,71.875,87.5,53.125,37.5,62.5,56.25,75,62.5,62.5,62.5,75,78.125,59.375,71.875,71.875,78.125,75,37.5,34.375,46.875
7.1.2.1.2,Operatori di colata,68.0555555556,62.5,73.6111111111,51.3888888889,50,65.2777777778,70.8333333333,66.6666666667,55.5555555556,61.1111111111,48.6111111111,68.0555555556,69.4444444444,61.1111111111,73.6111111111,73.6111111111,73.6111111111,70.8333333333,45.8333333333,55.5555555556,47.2222222222
7.1.2.2.1,Operatori di forni di seconda fusione,62.5,66.6666666667,76.3888888889,52.7777777778,48.6111111111,52.7777777778,63.8888888889,62.5,56.9444444444,59.7222222222,61.1111111111,65.2777777778,66.6666666667,63.8888888889,72.2222222222,75,73.3333333333,73.3333333333,55.5555555556,50,55.5555555556
7.1.2.2.2,Operatori di laminatoi,71.4285714286,66.0714285714,73.2142857143,50,41.0714285714,62.5,71.4285714286,62.5,64.2857142857,53.5714285714,60.7142857143,66.0714285714,76.7857142857,60.7142857143,66.0714285714,71.4285714286,67.8571428571,69.6428571429,57.1428571429,44.6428571429,51.7857142857
7.1.2.3.0,Operatori di impianti per il trattamento termico dei metalli,71.5909090909,64.7727272727,78.4090909091,65.9090909091,63.6363636364,62.5,64.7727272727,68.1818181818,54.5454545455,60.2272727273,54.5454545455,64.7727272727,70.4545454545,73.8636363636,78.4090909091,76.5625,73.4375,67.1875,57.9545454545,59.375,57.9545454545
7.1.2.4.1,Conduttori di macchine per la trafila di metalli,63.0952380952,60.7142857143,72.619047619,78.5714285714,42.8571428571,59.5238095238,66.6666666667,67.8571428571,47.619047619,59.5238095238,47.619047619,63.0952380952,73.8095238095,51.1904761905,72.619047619,76.3157894737,78.9473684211,76.3157894737,53.5714285714,50,46.4285714286
7.1.2.4.2,Conduttori di macchine per l’estrusione e la profilatura di metalli,70.652173913,54.347826087,79.347826087,58.6956521739,54.347826087,51.0869565217,58.6956521739,68.4782608696,57.6086956522,56.5217391304,59.7826086957,59.7826086957,73.9130434783,65.2173913043,67.3913043478,73.6842105263,71.0526315789,61.8421052632,56.5217391304,50,54.347826087
7.1.2.5.1,Operatori di impianti termici per la produzione di metalli non ferrosi,66.6666666667,54.7619047619,71.4285714286,63.0952380952,58.3333333333,52.380952381,58.3333333333,60.7142857143,48.8095238095,53.5714285714,50,58.3333333333,72.619047619,61.9047619048,61.9047619048,68.75,73.4375,67.1875,57.1428571429,48.4375,61.9047619048
7.1.2.5.2,Operatori di impianti elettrochimici per la produzione di metalli non ferrosi,25,25,100,25,0,75,75,75,25,75,25,75,75,50,75,75,75,75,75,75,25
7.1.3.1.0,"Conduttori di impianti per dosare, miscelare ed impastare materiali per la produzione del vetro, della ceramica e dei laterizi",78.3333333333,81.6666666667,81.6666666667,65,66.6666666667,65,46.6666666667,70,73.3333333333,75,81.6666666667,73.3333333333,63.3333333333,71.6666666667,75,71.4285714286,76.7857142857,60.7142857143,71.6666666667,71.4285714286,75
7.1.3.2.1,Conduttori di forni per la produzione del vetro,82.5,85,85,87.5,75,80,62.5,77.5,85,85,85,85,85,72.5,77.5,87.5,81.25,78.125,80,75,82.5
7.1.3.2.2,Conduttori di impianti per la lavorazione del vetro,76.3888888889,69.4444444444,80.5555555556,69.4444444444,58.3333333333,52.7777777778,55.5555555556,72.2222222222,55.5555555556,65.2777777778,69.4444444444,72.2222222222,72.2222222222,70.8333333333,73.6111111111,69.6428571429,76.7857142857,73.2142857143,62.5,46.4285714286,59.7222222222
7.1.3.3.1,Conduttori di impianti per la formatura di articoli in ceramica e terracotta,75,68.0555555556,84.7222222222,69.4444444444,66.6666666667,38.8888888889,44.4444444444,59.7222222222,44.4444444444,51.3888888889,51.3888888889,61.1111111111,72.2222222222,63.8888888889,75,70,55,55,65.2777777778,50,69.4444444444
7.1.3.3.2,Conduttori di forni per la produzione di articoli in ceramica e terracotta,72.2222222222,70.8333333333,75,75,48.6111111111,41.6666666667,50,72.2222222222,30.5555555556,56.9444444444,38.8888888889,54.1666666667,66.6666666667,59.7222222222,56.9444444444,45,55,55,58.3333333333,35,61.1111111111
7.1.3.4.1,Conduttori di impianti per la formatura di laterizi,65,65,81.25,58.75,38.75,53.75,51.25,70,50,65,42.5,65,73.75,57.5,73.75,75,73.5294117647,73.5294117647,41.25,41.1764705882,42.5
7.1.3.4.2,Conduttori di forni per la produzione di laterizi,70,67.5,80,68.75,45,55,58.75,63.75,36.25,66.25,48.75,65,72.5,60,77.5,76.3157894737,76.3157894737,72.3684210526,43.75,53.9473684211,48.75
7.1.4.1.0,Conduttori di impianti per la fabbricazione in serie di pannelli in legno,73.3333333333,70,80,61.6666666667,65,60,60,70,56.6666666667,66.6666666667,61.6666666667,65,73.3333333333,61.6666666667,76.6666666667,73.0769230769,71.1538461538,71.1538461538,63.3333333333,57.6923076923,63.3333333333
7.1.4.2.0,Operatori di impianti per la preparazione della pasta di legno e di altri materiali per cartiera,75,57.1428571429,85.7142857143,46.4285714286,53.5714285714,53.5714285714,64.2857142857,71.4285714286,60.7142857143,53.5714285714,46.4285714286,46.4285714286,75,67.8571428571,71.4285714286,75,75,67.8571428571,42.8571428571,46.4285714286,46.4285714286
7.1.4.3.0,Operatori di impianti per la fabbricazione della carta,62.5,65.625,75,53.125,62.5,65.625,56.25,75,56.25,68.75,56.25,71.875,75,78.125,68.75,84.375,78.125,84.375,65.625,46.875,56.25
7.1.5.1.1,Conduttori di impianti per la raffinazione del gas e dei prodotti petroliferi,71.0526315789,63.1578947368,82.8947368421,63.1578947368,61.8421052632,57.8947368421,81.5789473684,80.2631578947,76.3157894737,64.4736842105,80.2631578947,67.1052631579,73.6842105263,63.1578947368,73.6842105263,69.7368421053,72.3684210526,69.7368421053,39.4736842105,39.4736842105,50
7.1.5.1.2,Conduttori di impianti per la stazzatura di prodotti petroliferi,73.8095238095,64.2857142857,73.8095238095,58.3333333333,51.1904761905,47.619047619,64.2857142857,69.0476190476,55.9523809524,63.0952380952,57.1428571429,69.0476190476,77.380952381,65.4761904762,72.619047619,73.75,76.25,71.25,40.4761904762,45,40.4761904762
7.1.5.2.0,Operatori di macchinari e di impianti per la chimica di base e la chimica fine,68.75,67.5,73.75,60,50,57.5,66.25,70,55,67.5,51.25,68.75,72.5,62.5,65,80.2631578947,81.5789473684,73.6842105263,48.75,46.0526315789,47.5
7.1.5.3.1,Operatori di macchinari per la produzione di farmaci,72.7272727273,71.5909090909,76.1363636364,62.5,62.5,67.0454545455,65.9090909091,76.1363636364,65.9090909091,65.9090909091,57.9545454545,69.3181818182,71.5909090909,73.8636363636,73.8636363636,71.5909090909,75,77.2727272727,45.4545454545,39.7727272727,34.0909090909
7.1.5.3.2,Operatori di macchinari per la produzione di prodotti derivati dalla chimica (farmaci esclusi),63.0952380952,61.9047619048,71.4285714286,57.1428571429,44.0476190476,48.8095238095,57.1428571429,67.8571428571,57.1428571429,57.1428571429,57.1428571429,63.0952380952,73.8095238095,58.3333333333,67.8571428571,70.8333333333,77.7777777778,65.2777777778,54.7619047619,45.8333333333,44.0476190476
7.1.6.1.0,Conduttori di caldaie a vapore e di motori termici in impianti industriali,100,75,81.25,87.5,56.25,50,62.5,68.75,43.75,62.5,62.5,75,81.25,81.25,87.5,75,87.5,87.5,50,56.25,56.25
7.1.6.2.1,Operatori di impianti di recupero e riciclaggio dei rifiuti,71.25,68.75,78.75,57.5,55,52.5,57.5,67.5,46.25,61.25,61.25,68.75,70,60,70,67.5,67.5,65,58.75,27.5,61.25
7.1.6.2.2,"Operatori di impianti per la depurazione, la potabilizzazione e la distribuzione delle acque",73.8095238095,73.8095238095,76.1904761905,53.5714285714,69.0476190476,52.380952381,63.0952380952,70.2380952381,58.3333333333,55.9523809524,61.9047619048,73.8095238095,73.8095238095,70.2380952381,71.4285714286,77.5,73.75,63.75,52.380952381,55,58.3333333333
7.1.7.1.0,Operatori di catene di montaggio automatizzate,72.7272727273,47.7272727273,75,56.8181818182,56.8181818182,45.4545454545,61.3636363636,54.5454545455,54.5454545455,47.7272727273,56.8181818182,65.9090909091,63.6363636364,59.0909090909,75,72.5,77.5,67.5,61.3636363636,37.5,45.4545454545
7.1.8.1.0,Conduttori di mulini e impastatrici,79.5454545455,65.9090909091,81.8181818182,63.6363636364,52.2727272727,38.6363636364,63.6363636364,70.4545454545,59.0909090909,56.8181818182,65.9090909091,68.1818181818,70.4545454545,63.6363636364,70.4545454545,65,67.5,67.5,52.2727272727,35,47.7272727273
7.1.8.2.0,Conduttori di forni e di impianti per il trattamento termico dei minerali,75,50,79.1666666667,83.3333333333,37.5,45.8333333333,75,70.8333333333,54.1666666667,41.6666666667,75,66.6666666667,70.8333333333,66.6666666667,75,66.6666666667,75,70.8333333333,54.1666666667,58.3333333333,58.3333333333
7.2.1.1.0,Conduttori di macchine utensili automatiche e semiautomatiche industriali,73.75,65,78.75,80,62.5,47.5,56.25,70,48.75,60,61.25,63.75,72.5,53.75,66.25,76.9230769231,75,67.3076923077,57.5,46.1538461538,58.75
7.2.1.2.0,Conduttori di macchinari per la produzione di manufatti in cemento e assimilati,72.8260869565,65.2173913043,72.8260869565,70.652173913,63.0434782609,54.347826087,50,65.2173913043,41.3043478261,63.0434782609,56.5217391304,67.3913043478,65.2173913043,61.9565217391,73.9130434783,75,69.2307692308,65.3846153846,60.8695652174,51.9230769231,66.3043478261
7.2.1.3.0,Conduttori di macchinari per la produzione di abrasivi e manufatti abrasivi minerali,68.75,60.9375,76.5625,64.0625,57.8125,45.3125,56.25,67.1875,56.25,65.625,54.6875,65.625,70.3125,59.375,70.3125,73.0769230769,75,75,65.625,57.6923076923,53.125
7.2.2.1.0,"Finitori di metalli e conduttori di impianti per finire, rivestire, placcare metalli e oggetti in metallo",70,66.25,82.5,68.75,51.25,61.25,63.75,62.5,42.5,67.5,55,66.25,75,71.25,73.75,86.5384615385,78.8461538462,75,58.75,57.6923076923,52.5
