up_new,Descrizione,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12,H13,H14,H15,H16,H17,H18,H19,H20,H21,H22,H23,H24,H25,H26,H27,H28,H29,H30,H31,H32,H33,H34,H35,H36,H37,H38,H39,H40,H41,H42,H43,H44,H45,H46,H47,H48,H49,H50,H51,H52,H53,H54,H55,H56,H57
4.4.1.3.0,Addetti allo smistamento e al recapito della posta,72.7272727273,2.2727272727,79.5454545455,68.1818181818,68.1818181818,84.0909090909,65.9090909091,60.2272727273,45.4545454545,17.0454545455,32.9545454545,44.3181818182,55.6818181818,13.6363636364,84.0909090909,28.4090909091,53.4090909091,0,26.1363636364,31.8181818182,48.8636363636,44.3181818182,32.9545454545,4.5454545455,22.7272727273,2.2727272727,1.1363636364,0,2.2727272727,0,1.1363636364,2.2727272727,14.7727272727,42.0454545455,0,51.1363636364,1.1363636364,4.5454545455,62.5,60.2272727273,17.0454545455,57.9545454545,27.2727272727,0,39.7727272727,55.6818181818,55.6818181818,53.4090909091,40.9090909091,70.4545454545,47.7272727273,59.0909090909,37.5,84.0909090909,23.8636363636,4.5454545455,3.1363636364
4.4.2.1.0,"Addetti ad archivi, schedari e professioni assimilate",57.5,10,85,95,91.25,71.25,66.25,61.25,30,20,21.25,12.5,20,1.25,93.75,52.5,1.25,0,0,2.5,38.75,3.75,20,12.5,16.25,7.5,0,0,5,18.75,1.25,0,3.75,66.25,20,21.25,15,13.75,42.5,65,12.5,36.25,30,0,38.75,36.25,33.75,51.25,32.5,82.5,31.25,53.75,17.5,55,21.25,15,2.65
4.4.2.2.0,Addetti a biblioteche e professioni assimilate,77.1739130435,19.5652173913,83.6956521739,92.3913043478,81.5217391304,81.5217391304,77.1739130435,75,55.4347826087,17.3913043478,25,29.347826087,34.7826086957,11.9565217391,95.652173913,22.8260869565,0,1.0869565217,0,0,45.652173913,3.2608695652,1.0869565217,1.0869565217,1.0869565217,3.2608695652,0,0,2.1739130435,19.5652173913,0,0,4.347826087,72.8260869565,13.0434782609,21.7391304348,6.5217391304,5.4347826087,32.6086956522,43.4782608696,7.6086956522,32.6086956522,4.347826087,1.0869565217,30.4347826087,45.652173913,46.7391304348,54.347826087,36.9565217391,82.6086956522,34.7826086957,53.2608695652,26.0869565217,53.2608695652,6.5217391304,2.1739130435,2.9130434783
5.1.1.1.0,Esercenti delle vendite all'ingrosso,85.8695652174,13.0434782609,96.7391304348,90.2173913043,78.2608695652,89.1304347826,70.652173913,81.5217391304,58.6956521739,57.6086956522,61.9565217391,38.0434782609,46.7391304348,8.6956521739,59.7826086957,60.8695652174,58.6956521739,46.7391304348,39.1304347826,38.0434782609,44.5652173913,26.0869565217,25,5.4347826087,14.1304347826,4.347826087,1.0869565217,0,1.0869565217,3.2608695652,3.2608695652,5.4347826087,11.9565217391,46.7391304348,10.8695652174,47.8260869565,4.347826087,14.1304347826,55.4347826087,45.652173913,16.3043478261,26.0869565217,18.4782608696,2.1739130435,50,76.0869565217,76.0869565217,94.5652173913,27.1739130435,72.8260869565,38.0434782609,89.1304347826,58.6956521739,76.0869565217,20.652173913,28.2608695652,3.9130434783
5.1.1.2.1,Esercenti delle vendite al minuto in negozi,72.65625,14.84375,89.0625,47.65625,67.96875,96.875,52.34375,91.40625,45.3125,44.53125,44.53125,36.71875,46.875,6.25,46.875,67.96875,31.25,23.4375,1.5625,19.53125,64.0625,11.71875,19.53125,2.34375,0,3.125,0,0,1.5625,1.5625,1.5625,2.34375,29.6875,17.96875,4.6875,53.125,19.53125,14.0625,83.59375,68.75,19.53125,45.3125,4.6875,0,35.15625,61.71875,67.1875,86.71875,11.71875,68.75,36.71875,77.34375,75.78125,64.84375,17.1875,17.1875,4.75
5.1.1.2.2,Esercenti delle vendite al minuto nei mercati e in posti assegnati,53.9473684211,1.3157894737,90.7894736842,44.7368421053,53.9473684211,96.0526315789,36.8421052632,94.7368421053,32.8947368421,26.3157894737,31.5789473684,39.4736842105,42.1052631579,5.2631578947,44.7368421053,50,38.1578947368,14.4736842105,1.3157894737,3.9473684211,53.9473684211,21.0526315789,30.2631578947,11.8421052632,10.5263157895,11.8421052632,0,0,0,0,1.3157894737,34.2105263158,30.2631578947,13.1578947368,3.9473684211,50,19.7368421053,6.5789473684,86.8421052632,65.7894736842,26.3157894737,40.7894736842,14.4736842105,1.3157894737,30.2631578947,42.1052631579,44.7368421053,94.7368421053,9.2105263158,67.1052631579,18.4210526316,92.1052631579,68.4210526316,68.4210526316,17.1052631579,5.2631578947,4.3684210526
5.1.1.3.0,Esercenti di distributori di carburanti ed assimilati,71.875,3.125,89.5833333333,77.0833333333,62.5,90.625,57.2916666667,85.4166666667,53.125,63.5416666667,56.25,43.75,72.9166666667,19.7916666667,44.7916666667,40.625,94.7916666667,79.1666666667,1.0416666667,2.0833333333,53.125,64.5833333333,66.6666666667,36.4583333333,88.5416666667,12.5,0,0,3.125,0,62.5,20.8333333333,29.1666666667,28.125,3.125,62.5,27.0833333333,15.625,79.1666666667,60.4166666667,29.1666666667,57.2916666667,66.6666666667,1.0416666667,55.2083333333,54.1666666667,42.7083333333,66.6666666667,47.9166666667,69.7916666667,46.875,64.5833333333,58.3333333333,76.0416666667,64.5833333333,0,5.125
5.1.2.1.0,Commessi delle vendite all'ingrosso,72.5,3.75,92.5,66.25,77.5,96.25,57.5,71.25,40,36.25,35,28.75,37.5,3.75,33.75,73.75,36.25,28.75,21.25,6.25,41.25,6.25,11.25,1.25,2.5,0,0,0,0,3.75,1.25,3.75,5,36.25,8.75,41.25,8.75,5,61.25,46.25,11.25,21.25,17.5,0,37.5,50,56.25,58.75,13.75,67.5,23.75,58.75,41.25,68.75,7.5,27.5,3.6
5.1.2.2.0,Commessi delle vendite al minuto,87.5,15,61.25,11.25,33.75,92.5,52.5,86.25,18.75,13.75,15,27.5,55,3.75,56.25,50,22.5,2.5,0,13.75,77.5,18.75,25,1.25,0,3.75,0,0,1.25,2.5,0,3.75,43.75,8.75,5,58.75,30,5,80,77.5,30,45,2.5,0,16.25,41.25,26.25,52.5,12.5,53.75,36.25,36.25,26.25,41.25,13.75,12.5,3.05
5.1.2.3.0,Addetti ad attività organizzative delle vendite,78.75,21.25,98.75,93.75,75,92.5,85,87.5,82.5,63.75,70,55,57.5,7.5,92.5,16.25,7.5,5,0,1.25,67.5,15,3.75,0,0,1.25,0,0,0,0,0,3.75,6.25,42.5,8.75,48.75,13.75,5,56.25,41.25,15,23.75,3.75,0,45,72.5,62.5,75,28.75,80,33.75,78.75,70,83.75,32.5,2.5,4.45
5.1.2.4.0,Cassieri di esercizi commerciali,71.7391304348,15.2173913043,71.7391304348,30.4347826087,53.2608695652,84.7826086957,69.5652173913,89.1304347826,26.0869565217,13.0434782609,16.3043478261,33.6956521739,57.6086956522,6.5217391304,96.7391304348,15.2173913043,1.0869565217,0,0,0,70.652173913,22.8260869565,5.4347826087,0,0,0,0,0,11.9565217391,1.0869565217,0,0,0,45.652173913,7.6086956522,32.6086956522,14.1304347826,3.2608695652,61.9565217391,68.4782608696,20.652173913,70.652173913,0,0,40.2173913043,44.5652173913,36.9565217391,36.9565217391,48.9130434783,86.9565217391,61.9565217391,33.6956521739,34.7826086957,53.2608695652,6.5217391304,13.0434782609,2.8260869565
5.1.2.5.1,Venditori a domicilio,84.5238095238,39.2857142857,91.6666666667,64.2857142857,66.6666666667,83.3333333333,55.9523809524,88.0952380952,40.4761904762,15.4761904762,33.3333333333,30.9523809524,34.5238095238,3.5714285714,47.619047619,27.380952381,23.8095238095,15.4761904762,0,40.4761904762,46.4285714286,16.6666666667,16.6666666667,4.7619047619,0,0,0,0,0,1.1904761905,0,0,2.380952381,48.8095238095,3.5714285714,35.7142857143,7.1428571429,8.3333333333,45.2380952381,36.9047619048,8.3333333333,22.619047619,1.1904761905,0,21.4285714286,60.7142857143,67.8571428571,72.619047619,17.8571428571,65.4761904762,21.4285714286,76.1904761905,64.2857142857,57.1428571429,3.5714285714,21.4285714286,3.3333333333
5.1.2.5.2,Venditori a distanza,23.75,3.75,97.5,40,48.75,100,46.25,41.25,6.25,1.25,1.25,35,62.5,1.25,97.5,1.25,1.25,0,0,0,78.75,51.25,3.75,18.75,0,3.75,0,0,0,0,0,0,0,95,0,2.5,0,0,1.25,65,0,53.75,0,0,41.25,25,15,22.5,71.25,73.75,36.25,22.5,40,43.75,0,5,2.15
5.1.2.6.0,Addetti ai distributori di carburanti ed assimilati,65.4761904762,3.5714285714,53.5714285714,33.3333333333,36.9047619048,78.5714285714,54.7619047619,79.7619047619,28.5714285714,35.7142857143,23.8095238095,39.2857142857,69.0476190476,19.0476190476,14.2857142857,29.7619047619,92.8571428571,58.3333333333,2.380952381,3.5714285714,50,55.9523809524,77.380952381,16.6666666667,90.4761904762,5.9523809524,1.1904761905,1.1904761905,13.0952380952,2.380952381,61.9047619048,14.2857142857,25,15.4761904762,3.5714285714,75,13.0952380952,15.4761904762,91.6666666667,72.619047619,23.8095238095,65.4761904762,63.0952380952,4.7619047619,57.1428571429,44.0476190476,38.0952380952,44.0476190476,54.7619047619,73.8095238095,38.0952380952,42.8571428571,40.4761904762,47.619047619,61.9047619048,2.380952381,4
5.1.3.1.0,"Indossatori, modelli e professioni assimilate",53.9473684211,2.6315789474,73.6842105263,78.9473684211,56.5789473684,68.4210526316,55.2631578947,67.1052631579,9.2105263158,0,1.3157894737,34.2105263158,38.1578947368,0,82.8947368421,18.4210526316,25,2.6315789474,2.6315789474,9.2105263158,73.6842105263,10.5263157895,13.1578947368,18.4210526316,0,15.7894736842,0,2.6315789474,2.6315789474,14.4736842105,0,0,1.3157894737,18.4210526316,9.2105263158,59.2105263158,14.4736842105,17.1052631579,69.7368421053,23.6842105263,17.1052631579,31.5789473684,0,0,19.7368421053,28.9473684211,23.6842105263,19.7368421053,7.8947368421,80.2631578947,25,23.6842105263,88.1578947368,40.7894736842,0,52.6315789474,2.0526315789
5.1.3.2.0,Dimostratori e professioni assimilate,76.5625,45.3125,85.9375,65.625,70.3125,87.5,60.9375,93.75,48.4375,9.375,20.3125,25,40.625,7.8125,59.375,25,18.75,4.6875,3.125,29.6875,29.6875,14.0625,1.5625,0,0,0,0,0,0,0,0,0,1.5625,50,0,26.5625,6.25,3.125,51.5625,42.1875,6.25,26.5625,0,0,20.3125,60.9375,71.875,81.25,10.9375,62.5,21.875,84.375,67.1875,45.3125,3.125,15.625,3.125
5.1.3.3.0,Vetrinisti e professioni assimilate,64.5833333333,10.4166666667,62.5,52.0833333333,64.5833333333,60.4166666667,56.25,45.8333333333,43.75,27.0833333333,43.75,41.6666666667,31.25,4.1666666667,93.75,18.75,12.5,2.0833333333,2.0833333333,2.0833333333,54.1666666667,20.8333333333,12.5,16.6666666667,0,22.9166666667,2.0833333333,0,0,20.8333333333,10.4166666667,2.0833333333,14.5833333333,16.6666666667,27.0833333333,35.4166666667,39.5833333333,31.25,81.25,60.4166666667,52.0833333333,47.9166666667,2.0833333333,2.0833333333,20.8333333333,41.6666666667,54.1666666667,52.0833333333,14.5833333333,75,29.1666666667,52.0833333333,56.25,45.8333333333,6.25,0,3.0833333333
5.1.3.4.0,Addetti all'informazione e all'assistenza dei clienti,90.9090909091,9.0909090909,97.7272727273,94.3181818182,77.2727272727,86.3636363636,77.2727272727,87.5,57.9545454545,38.6363636364,48.8636363636,60.2272727273,62.5,9.0909090909,89.7727272727,19.3181818182,3.4090909091,0,0,3.4090909091,62.5,27.2727272727,3.4090909091,3.4090909091,0,0,0,0,1.1363636364,1.1363636364,1.1363636364,1.1363636364,3.4090909091,44.3181818182,4.5454545455,47.7272727273,13.6363636364,0,59.0909090909,48.8636363636,13.6363636364,22.7272727273,11.3636363636,0,39.7727272727,56.8181818182,52.2727272727,53.4090909091,38.6363636364,76.1363636364,28.4090909091,65.9090909091,38.6363636364,70.4545454545,17.0454545455,2.2727272727,3.8636363636
5.2.1.1.0,Esercenti nelle attività ricettive,85,25,95,92.5,86.25,95,82.5,90,85,77.5,76.25,41.25,45,8.75,95,20,5,1.25,0,12.5,52.5,16.25,5,0,0,0,0,0,0,0,2.5,13.75,22.5,47.5,5,41.25,13.75,12.5,57.5,46.25,15,32.5,1.25,0,43.75,68.75,63.75,91.25,22.5,75,35,78.75,65,81.25,28.75,30,5.6
5.2.2.1.0,Cuochi in alberghi e ristoranti,75.9615384615,0.9615384615,58.6538461538,21.1538461538,58.6538461538,73.0769230769,82.6923076923,36.5384615385,65.3846153846,45.1923076923,65.3846153846,34.6153846154,29.8076923077,1.9230769231,98.0769230769,19.2307692308,4.8076923077,3.8461538462,0,0,75,44.2307692308,59.6153846154,1.9230769231,1.9230769231,17.3076923077,0,0,2.8846153846,0.9615384615,27.8846153846,46.1538461538,82.6923076923,11.5384615385,2.8846153846,58.6538461538,23.0769230769,12.5,96.1538461538,88.4615384615,34.6153846154,58.6538461538,50.9615384615,0.9615384615,59.6153846154,72.1153846154,71.1538461538,62.5,19.2307692308,88.4615384615,43.2692307692,72.1153846154,61.5384615385,77.8846153846,48.0769230769,15.3846153846,3.5384615385
5.2.2.2.1,Addetti alla preparazione e alla cottura di cibi in imprese per la ristorazione collettiva,72.619047619,13.0952380952,67.8571428571,33.3333333333,58.3333333333,76.1904761905,78.5714285714,45.2380952381,61.9047619048,58.3333333333,67.8571428571,36.9047619048,38.0952380952,1.1904761905,66.6666666667,41.6666666667,2.380952381,1.1904761905,0,1.1904761905,64.2857142857,27.380952381,44.0476190476,0,0,0,0,0,1.1904761905,0,2.380952381,17.8571428571,72.619047619,14.2857142857,2.380952381,58.3333333333,7.1428571429,3.5714285714,88.0952380952,85.7142857143,21.4285714286,48.8095238095,61.9047619048,1.1904761905,76.1904761905,66.6666666667,66.6666666667,71.4285714286,19.0476190476,82.1428571429,33.3333333333,78.5714285714,52.380952381,96.4285714286,51.1904761905,2.380952381,3.5714285714
5.2.2.2.2,"Addetti alla preparazione, alla cottura e alla vendita di cibi in fast food, tavole calde, rosticcerie ed esercizi assimilati",65.625,17.7083333333,38.5416666667,32.2916666667,45.8333333333,72.9166666667,83.3333333333,69.7916666667,56.25,41.6666666667,50,48.9583333333,55.2083333333,13.5416666667,97.9166666667,12.5,10.4166666667,3.125,0,2.0833333333,77.0833333333,59.375,44.7916666667,2.0833333333,2.0833333333,17.7083333333,0,0,1.0416666667,0,28.125,20.8333333333,72.9166666667,9.375,4.1666666667,65.625,21.875,9.375,87.5,86.4583333333,35.4166666667,55.2083333333,56.25,1.0416666667,47.9166666667,63.5416666667,71.875,42.7083333333,46.875,77.0833333333,57.2916666667,46.875,48.9583333333,76.0416666667,47.9166666667,2.0833333333,2.9583333333
5.2.2.2.3,Addetti al banco nei servizi di ristorazione,63.1578947368,17.1052631579,50,2.6315789474,27.6315789474,93.4210526316,78.9473684211,68.4210526316,46.0526315789,26.3157894737,32.8947368421,46.0526315789,52.6315789474,3.9473684211,94.7368421053,19.7368421053,3.9473684211,1.3157894737,0,0,68.4210526316,35.5263157895,26.3157894737,1.3157894737,2.6315789474,1.3157894737,0,0,10.5263157895,0,1.3157894737,15.7894736842,72.3684210526,3.9473684211,5.2631578947,72.3684210526,18.4210526316,15.7894736842,88.1578947368,75,27.6315789474,61.8421052632,73.6842105263,1.3157894737,52.6315789474,50,46.0526315789,39.4736842105,13.1578947368,75,46.0526315789,38.1578947368,30.2631578947,53.9473684211,18.4210526316,0,2.3684210526
5.2.2.3.1,Camerieri di albergo,72.2222222222,13.8888888889,44.4444444444,16.6666666667,47.2222222222,70.8333333333,77.7777777778,72.2222222222,61.1111111111,30.5555555556,41.6666666667,31.9444444444,40.2777777778,0,95.8333333333,11.1111111111,4.1666666667,2.7777777778,1.3888888889,0,66.6666666667,25,11.1111111111,0,0,2.7777777778,0,0,5.5555555556,0,0,0,22.2222222222,11.1111111111,6.9444444444,77.7777777778,27.7777777778,15.2777777778,93.0555555556,72.2222222222,36.1111111111,61.1111111111,11.1111111111,0,34.7222222222,47.2222222222,62.5,52.7777777778,13.8888888889,75,54.1666666667,51.3888888889,44.4444444444,70.8333333333,9.7222222222,19.4444444444,3.5
5.2.2.3.2,Camerieri di ristorante,75,14.7727272727,46.5909090909,14.7727272727,69.3181818182,92.0454545455,87.5,92.0454545455,59.0909090909,28.4090909091,30.6818181818,42.0454545455,56.8181818182,4.5454545455,93.1818181818,11.3636363636,20.4545454545,22.7272727273,1.1363636364,0,73.8636363636,18.1818181818,18.1818181818,1.1363636364,0,1.1363636364,0,0,2.2727272727,0,1.1363636364,2.2727272727,39.7727272727,4.5454545455,1.1363636364,86.3636363636,17.0454545455,19.3181818182,90.9090909091,77.2727272727,29.5454545455,42.0454545455,1.1363636364,0,31.8181818182,53.4090909091,53.4090909091,29.5454545455,17.0454545455,78.4090909091,39.7727272727,32.9545454545,46.5909090909,73.8636363636,11.3636363636,2.2727272727,3.3636363636
5.2.2.4.0,Baristi e professioni assimilate,79.7619047619,3.5714285714,63.0952380952,22.619047619,55.9523809524,89.2857142857,54.7619047619,86.9047619048,34.5238095238,32.1428571429,34.5238095238,47.619047619,61.9047619048,26.1904761905,97.619047619,2.380952381,7.1428571429,14.2857142857,1.1904761905,2.380952381,73.8095238095,20.2380952381,11.9047619048,0,1.1904761905,13.0952380952,0,0,1.1904761905,0,0,0,36.9047619048,8.3333333333,3.5714285714,61.9047619048,19.0476190476,13.0952380952,94.0476190476,78.5714285714,40.4761904762,55.9523809524,2.380952381,0,30.9523809524,60.7142857143,65.4761904762,70.2380952381,20.2380952381,70.2380952381,45.2380952381,59.5238095238,45.2380952381,60.7142857143,35.7142857143,4.7619047619,4.8095238095
5.2.2.5.1,"Esercenti di ristoranti, fast food, pizzerie ed esercizi assimilati",93.1818181818,3.4090909091,93.1818181818,59.0909090909,84.0909090909,96.5909090909,90.9090909091,87.5,86.3636363636,76.1363636364,80.6818181818,51.1363636364,45.4545454545,5.6818181818,94.3181818182,36.3636363636,5.6818181818,6.8181818182,1.1363636364,10.2272727273,72.7272727273,29.5454545455,19.3181818182,2.2727272727,0,3.4090909091,0,0,0,0,3.4090909091,11.3636363636,52.2727272727,30.6818181818,3.4090909091,63.6363636364,12.5,7.9545454545,79.5454545455,44.3181818182,19.3181818182,32.9545454545,5.6818181818,1.1363636364,50,71.5909090909,77.2727272727,90.9090909091,21.5909090909,86.3636363636,32.9545454545,88.6363636364,72.7272727273,80.6818181818,21.5909090909,15.9090909091,4.6818181818
5.2.2.5.2,Esercenti di attività di ristorazione nei mercati e in posti assegnati,76.1904761905,1.1904761905,73.8095238095,14.2857142857,51.1904761905,94.0476190476,36.9047619048,83.3333333333,27.380952381,30.9523809524,32.1428571429,48.8095238095,57.1428571429,16.6666666667,13.0952380952,34.5238095238,73.8095238095,72.619047619,14.2857142857,23.8095238095,40.4761904762,39.2857142857,55.9523809524,22.619047619,14.2857142857,28.5714285714,1.1904761905,0,0,0,11.9047619048,16.6666666667,67.8571428571,15.4761904762,3.5714285714,25,23.8095238095,14.2857142857,90.4761904762,70.2380952381,28.5714285714,46.4285714286,38.0952380952,3.5714285714,21.4285714286,53.5714285714,77.380952381,86.9047619048,21.4285714286,64.2857142857,39.2857142857,89.2857142857,60.7142857143,58.3333333333,38.0952380952,23.8095238095,4.619047619
5.2.3.1.1,Assistenti di volo,93.75,75,61.25,92.5,76.25,97.5,95,97.5,75,65,66.25,56.25,58.75,18.75,78.75,0,0,0,0,97.5,88.75,73.75,45,32.5,20,27.5,40,95,2.5,2.5,1.25,1.25,0,18.75,5,62.5,17.5,37.5,87.5,78.75,30,65,6.25,5,77.5,78.75,86.25,47.5,47.5,88.75,51.25,41.25,45,96.25,2.5,2.5,3.15
5.2.3.1.2,Assistenti di viaggio e crociera,28.9473684211,3.9473684211,100,100,100,94.7368421053,80.2631578947,94.7368421053,52.6315789474,7.8947368421,51.3157894737,100,100,19.7368421053,100,10.5263157895,10.5263157895,10.5263157895,0,0,68.4210526316,88.1578947368,0,0,0,0,0,0,0,0,0,0,0,46.0526315789,1.3157894737,43.4210526316,2.6315789474,1.3157894737,71.0526315789,56.5789473684,0,52.6315789474,1.3157894737,0,31.5789473684,94.7368421053,94.7368421053,52.6315789474,40.7894736842,90.7894736842,63.1578947368,48.6842105263,78.9473684211,96.0526315789,2.6315789474,89.4736842105,4.2631578947
5.2.3.1.3,Assistenti congressuali e fieristici,70.8333333333,8.3333333333,72.2222222222,86.1111111111,65.2777777778,93.0555555556,83.3333333333,87.5,54.1666666667,11.1111111111,26.3888888889,36.1111111111,51.3888888889,1.3888888889,94.4444444444,11.1111111111,41.6666666667,18.0555555556,0,6.9444444444,73.6111111111,12.5,19.4444444444,1.3888888889,0,0,0,0,0,2.7777777778,0,0,1.3888888889,38.8888888889,0,47.2222222222,1.3888888889,12.5,73.6111111111,26.3888888889,5.5555555556,27.7777777778,1.3888888889,0,25,54.1666666667,52.7777777778,41.6666666667,25,81.9444444444,31.9444444444,37.5,54.1666666667,66.6666666667,1.3888888889,50,2.4444444444
5.2.3.2.0,Accompagnatori turistici,80,75,91.25,90,80,91.25,61.25,90,55,27.5,26.25,53.75,57.5,8.75,68.75,37.5,81.25,47.5,11.25,57.5,82.5,43.75,61.25,23.75,25,6.25,2.5,1.25,25,3.75,1.25,1.25,13.75,40,3.75,73.75,6.25,13.75,70,8.75,8.75,12.5,0,0,50,67.5,68.75,55,12.5,67.5,27.5,58.75,61.25,86.25,2.5,57.5,3.1
5.3.1.1.0,Professioni qualificate nei servizi sanitari e sociali,78.5714285714,1.1904761905,57.1428571429,17.8571428571,59.5238095238,78.5714285714,88.0952380952,55.9523809524,42.8571428571,29.7619047619,19.0476190476,40.4761904762,38.0952380952,8.3333333333,95.2380952381,0,0,2.380952381,0,0,69.0476190476,28.5714285714,0,1.1904761905,15.4761904762,2.380952381,0,4.7619047619,79.7619047619,0,20.2380952381,0,34.5238095238,15.4761904762,3.5714285714,67.8571428571,23.8095238095,19.0476190476,78.5714285714,59.5238095238,42.8571428571,44.0476190476,54.7619047619,5.9523809524,60.7142857143,44.0476190476,39.2857142857,40.4761904762,16.6666666667,82.1428571429,41.6666666667,42.8571428571,33.3333333333,71.4285714286,23.8095238095,2.380952381,3
5.4.1.1.0,Maestri di arti e mestieri,69.7368421053,63.1578947368,60.5263157895,56.5789473684,55.2631578947,71.0526315789,43.4210526316,55.2631578947,50,27.6315789474,32.8947368421,22.3684210526,22.3684210526,1.3157894737,78.9473684211,21.0526315789,3.9473684211,3.9473684211,0,0,61.8421052632,5.2631578947,3.9473684211,0,2.6315789474,1.3157894737,0,0,0,3.9473684211,1.3157894737,18.4210526316,34.2105263158,46.0526315789,3.9473684211,27.6315789474,5.2631578947,1.3157894737,55.2631578947,86.8421052632,13.1578947368,47.3684210526,15.7894736842,1.3157894737,31.5789473684,44.7368421053,42.1052631579,84.2105263158,9.2105263158,85.5263157895,28.9473684211,85.5263157895,36.8421052632,44.7368421053,26.3157894737,15.7894736842,2.0526315789
5.4.2.1.1,Esercenti di cinema e teatri,76.25,35,96.25,96.25,83.75,88.75,63.75,67.5,65,68.75,62.5,56.25,58.75,13.75,93.75,2.5,3.75,0,0,5,40,13.75,2.5,12.5,0,0,0,0,0,1.25,0,0,3.75,68.75,6.25,21.25,5,2.5,31.25,16.25,5,16.25,0,0,41.25,71.25,73.75,78.75,27.5,70,28.75,78.75,52.5,67.5,22.5,32.5,4.7
5.4.2.1.2,Esercenti di locali notturni,75,20.3125,95.3125,96.875,75,87.5,78.125,79.6875,76.5625,82.8125,76.5625,51.5625,53.125,28.125,96.875,10.9375,3.125,1.5625,0,0,73.4375,64.0625,3.125,34.375,0,0,0,0,0,1.5625,0,1.5625,6.25,35.9375,3.125,51.5625,7.8125,3.125,70.3125,43.75,14.0625,26.5625,0,0,46.875,71.875,62.5,90.625,4.6875,73.4375,31.25,87.5,59.375,64.0625,6.25,21.875,4
5.4.2.1.3,Esercenti di attività ricreative,72.2222222222,22.2222222222,91.6666666667,73.6111111111,66.6666666667,93.0555555556,76.3888888889,84.7222222222,70.8333333333,69.4444444444,69.4444444444,47.2222222222,48.6111111111,11.1111111111,97.2222222222,4.1666666667,1.3888888889,1.3888888889,0,0,66.6666666667,45.8333333333,2.7777777778,5.5555555556,1.3888888889,2.7777777778,0,0,0,0,0,0,2.7777777778,47.2222222222,4.1666666667,29.1666666667,8.3333333333,1.3888888889,48.6111111111,44.4444444444,6.9444444444,19.4444444444,1.3888888889,1.3888888889,31.9444444444,66.6666666667,59.7222222222,68.0555555556,36.1111111111,65.2777777778,27.7777777778,61.1111111111,76.3888888889,79.1666666667,36.1111111111,5.5555555556,4.1666666667
5.4.2.1.4,Esercenti di attività sportive,81.8181818182,25,93.1818181818,88.6363636364,68.1818181818,84.0909090909,70.4545454545,75,62.5,45.4545454545,59.0909090909,40.9090909091,45.4545454545,6.8181818182,96.5909090909,15.9090909091,38.6363636364,11.3636363636,0,1.1363636364,40.9090909091,21.5909090909,27.2727272727,0,1.1363636364,1.1363636364,0,0,14.7727272727,1.1363636364,2.2727272727,1.1363636364,2.2727272727,39.7727272727,5.6818181818,45.4545454545,13.6363636364,12.5,59.0909090909,22.7272727273,10.2272727273,19.3181818182,4.5454545455,0,35.2272727273,70.4545454545,77.2727272727,84.0909090909,26.1363636364,64.7727272727,35.2272727273,85.2272727273,63.6363636364,52.2727272727,14.7727272727,43.1818181818,3.3181818182
5.4.2.1.5,Esercenti di sale scommesse,85.8695652174,14.1304347826,88.0434782609,84.7826086957,66.3043478261,93.4782608696,73.9130434783,84.7826086957,65.2173913043,57.6086956522,61.9565217391,53.2608695652,71.7391304348,28.2608695652,98.9130434783,2.1739130435,2.1739130435,1.0869565217,0,11.9565217391,55.4347826087,20.652173913,3.2608695652,1.0869565217,1.0869565217,0,0,1.0869565217,1.0869565217,0,1.0869565217,0,1.0869565217,50,0,33.6956521739,3.2608695652,1.0869565217,56.5217391304,54.347826087,3.2608695652,44.5652173913,1.0869565217,1.0869565217,44.5652173913,57.6086956522,70.652173913,68.4782608696,51.0869565217,75,39.1304347826,60.8695652174,56.5217391304,72.8260869565,52.1739130435,6.5217391304,4.8260869565
5.4.2.2.1,Allibratori,91.25,0,56.25,32.5,33.75,95,51.25,82.5,33.75,7.5,11.25,58.75,72.5,30,65,28.75,21.25,16.25,0,0,70,48.75,32.5,2.5,0,0,0,0,0,1.25,0,0,0,75,1.25,16.25,0,1.25,42.5,48.75,2.5,50,0,0,47.5,36.25,43.75,45,32.5,87.5,40,51.25,31.25,48.75,17.5,15,1.75
5.4.2.2.2,Croupiers,75,13.2352941176,48.5294117647,30.8823529412,23.5294117647,100,83.8235294118,85.2941176471,44.1176470588,13.2352941176,30.8823529412,52.9411764706,75,17.6470588235,100,0,0,0,0,0,79.4117647059,25,0,1.4705882353,1.4705882353,0,0,0,2.9411764706,1.4705882353,0,0,4.4117647059,45.5882352941,1.4705882353,47.0588235294,4.4117647059,2.9411764706,64.7058823529,70.5882352941,14.7058823529,75,1.4705882353,0,41.1764705882,54.4117647059,44.1176470588,27.9411764706,29.4117647059,76.4705882353,57.3529411765,33.8235294118,45.5882352941,41.1764705882,13.2352941176,0,3.2352941176
