up_new,Descrizione,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16
7.1.2.2.1,Operatori di forni di seconda fusione,66.6666666667,59.7222222222,59.7222222222,34.7222222222,68.0555555556,47.2222222222,62.5,65.2777777778,68.0555555556,63.8888888889,76.3888888889,70.8333333333,59.7222222222,44.4444444444,26.3888888889,54.1666666667
7.1.2.2.2,Operatori di laminatoi,67.8571428571,51.7857142857,64.2857142857,51.7857142857,73.2142857143,53.5714285714,67.8571428571,83.9285714286,83.9285714286,71.4285714286,82.1428571429,78.5714285714,62.5,55.3571428571,37.5,50
7.1.2.3.0,Operatori di impianti per il trattamento termico dei metalli,64.7727272727,62.5,54.5454545455,35.2272727273,68.1818181818,44.3181818182,52.2727272727,63.6363636364,59.0909090909,56.8181818182,69.3181818182,79.5454545455,64.7727272727,59.0909090909,47.7272727273,56.8181818182
7.1.2.4.1,Conduttori di macchine per la trafila di metalli,67.8571428571,53.5714285714,51.1904761905,29.7619047619,64.2857142857,39.2857142857,44.0476190476,64.2857142857,60.7142857143,61.9047619048,73.8095238095,84.5238095238,69.0476190476,59.5238095238,27.380952381,44.0476190476
7.1.2.4.2,Conduttori di macchine per l’estrusione e la profilatura di metalli,57.6086956522,46.7391304348,42.3913043478,32.6086956522,68.4782608696,38.0434782609,52.1739130435,57.6086956522,40.2173913043,50,76.0869565217,65.2173913043,60.8695652174,48.9130434783,28.2608695652,33.6956521739
7.1.2.5.1,Operatori di impianti termici per la produzione di metalli non ferrosi,69.0476190476,65.4761904762,44.0476190476,32.1428571429,58.3333333333,38.0952380952,52.380952381,70.2380952381,65.4761904762,64.2857142857,67.8571428571,78.5714285714,53.5714285714,52.380952381,34.5238095238,47.619047619
7.1.2.5.2,Operatori di impianti elettrochimici per la produzione di metalli non ferrosi,100,100,0,0,100,25,100,100,100,100,100,100,100,0,50,50
7.1.3.1.0,"Conduttori di impianti per dosare, miscelare ed impastare materiali per la produzione del vetro, della ceramica e dei laterizi",65,70,73.3333333333,65,73.3333333333,60,68.3333333333,70,75,76.6666666667,76.6666666667,66.6666666667,71.6666666667,70,60,66.6666666667
7.1.3.2.1,Conduttori di forni per la produzione del vetro,65,65,70,70,72.5,70,75,75,72.5,75,72.5,80,72.5,70,72.5,72.5
7.1.3.2.2,Conduttori di impianti per la lavorazione del vetro,66.6666666667,66.6666666667,51.3888888889,61.1111111111,72.2222222222,58.3333333333,59.7222222222,69.4444444444,72.2222222222,63.8888888889,72.2222222222,73.6111111111,68.0555555556,47.2222222222,37.5,36.1111111111
7.1.3.3.1,Conduttori di impianti per la formatura di articoli in ceramica e terracotta,83.3333333333,79.1666666667,66.6666666667,44.4444444444,70.8333333333,43.0555555556,62.5,76.3888888889,70.8333333333,83.3333333333,88.8888888889,87.5,73.6111111111,62.5,59.7222222222,72.2222222222
7.1.3.3.2,Conduttori di forni per la produzione di articoli in ceramica e terracotta,70.8333333333,62.5,52.7777777778,30.5555555556,47.2222222222,23.6111111111,34.7222222222,51.3888888889,52.7777777778,63.8888888889,76.3888888889,81.9444444444,61.1111111111,55.5555555556,51.3888888889,58.3333333333
7.1.3.4.1,Conduttori di impianti per la formatura di laterizi,57.5,45,46.25,23.75,56.25,31.25,40,60,53.75,50,72.5,62.5,50,32.5,22.5,33.75
7.1.3.4.2,Conduttori di forni per la produzione di laterizi,61.25,56.25,56.25,28.75,56.25,30,47.5,50,47.5,53.75,75,70,53.75,47.5,23.75,45
7.1.4.1.0,Conduttori di impianti per la fabbricazione in serie di pannelli in legno,80,66.6666666667,58.3333333333,41.6666666667,56.6666666667,43.3333333333,48.3333333333,63.3333333333,63.3333333333,61.6666666667,73.3333333333,71.6666666667,65,58.3333333333,43.3333333333,50
7.1.4.2.0,Operatori di impianti per la preparazione della pasta di legno e di altri materiali per cartiera,85.7142857143,67.8571428571,53.5714285714,53.5714285714,82.1428571429,46.4285714286,67.8571428571,71.4285714286,71.4285714286,64.2857142857,78.5714285714,75,71.4285714286,53.5714285714,28.5714285714,67.8571428571
7.1.4.3.0,Operatori di impianti per la fabbricazione della carta,65.625,53.125,50,31.25,68.75,56.25,43.75,71.875,62.5,50,78.125,68.75,84.375,53.125,34.375,43.75
7.1.5.1.1,Conduttori di impianti per la raffinazione del gas e dei prodotti petroliferi,77.6315789474,71.0526315789,75,78.9473684211,78.9473684211,56.5789473684,69.7368421053,84.2105263158,76.3157894737,52.6315789474,86.8421052632,78.9473684211,68.4210526316,46.0526315789,35.5263157895,77.6315789474
7.1.5.1.2,Conduttori di impianti per la stazzatura di prodotti petroliferi,58.3333333333,51.1904761905,44.0476190476,26.1904761905,57.1428571429,39.2857142857,58.3333333333,59.5238095238,53.5714285714,48.8095238095,69.0476190476,65.4761904762,57.1428571429,44.0476190476,28.5714285714,42.8571428571
7.1.5.2.0,Operatori di macchinari e di impianti per la chimica di base e la chimica fine,66.25,47.5,42.5,17.5,62.5,27.5,58.75,68.75,58.75,65,81.25,77.5,57.5,43.75,27.5,37.5
7.1.5.3.1,Operatori di macchinari per la produzione di farmaci,61.3636363636,56.8181818182,51.1363636364,45.4545454545,68.1818181818,45.4545454545,60.2272727273,69.3181818182,67.0454545455,68.1818181818,77.2727272727,77.2727272727,70.4545454545,36.3636363636,25,51.1363636364
7.1.5.3.2,Operatori di macchinari per la produzione di prodotti derivati dalla chimica (farmaci esclusi),64.2857142857,52.380952381,45.2380952381,27.380952381,58.3333333333,40.4761904762,45.2380952381,55.9523809524,63.0952380952,55.9523809524,71.4285714286,65.4761904762,51.1904761905,42.8571428571,35.7142857143,46.4285714286
7.1.6.1.0,Conduttori di caldaie a vapore e di motori termici in impianti industriali,93.75,93.75,100,68.75,93.75,75,68.75,93.75,93.75,81.25,100,100,100,93.75,56.25,93.75
7.1.6.2.1,Operatori di impianti di recupero e riciclaggio dei rifiuti,65,62.5,58.75,53.75,57.5,37.5,55,62.5,70,61.25,76.25,65,70,46.25,33.75,46.25
7.1.6.2.2,"Operatori di impianti per la depurazione, la potabilizzazione e la distribuzione delle acque",61.9047619048,52.380952381,53.5714285714,39.2857142857,66.6666666667,44.0476190476,60.7142857143,66.6666666667,60.7142857143,58.3333333333,76.1904761905,77.380952381,76.1904761905,46.4285714286,39.2857142857,47.619047619
7.1.7.1.0,Operatori di catene di montaggio automatizzate,61.3636363636,50,45.4545454545,34.0909090909,59.0909090909,45.4545454545,45.4545454545,70.4545454545,63.6363636364,54.5454545455,70.4545454545,63.6363636364,65.9090909091,50,43.1818181818,47.7272727273
7.1.8.1.0,Conduttori di mulini e impastatrici,72.7272727273,70.4545454545,56.8181818182,40.9090909091,68.1818181818,43.1818181818,61.3636363636,75,77.2727272727,65.9090909091,79.5454545455,70.4545454545,70.4545454545,36.3636363636,27.2727272727,38.6363636364
7.1.8.2.0,Conduttori di forni e di impianti per il trattamento termico dei minerali,58.3333333333,54.1666666667,41.6666666667,37.5,58.3333333333,33.3333333333,54.1666666667,75,66.6666666667,54.1666666667,66.6666666667,70.8333333333,66.6666666667,45.8333333333,25,58.3333333333
7.2.1.1.0,Conduttori di macchine utensili automatiche e semiautomatiche industriali,73.75,67.5,58.75,43.75,63.75,31.25,48.75,65,60,61.25,76.25,81.25,61.25,53.75,50,53.75
7.2.1.2.0,Conduttori di macchinari per la produzione di manufatti in cemento e assimilati,58.6956521739,59.7826086957,52.1739130435,38.0434782609,45.652173913,33.6956521739,40.2173913043,63.0434782609,63.0434782609,55.4347826087,64.1304347826,60.8695652174,60.8695652174,50,35.8695652174,41.3043478261
7.2.1.3.0,Conduttori di macchinari per la produzione di abrasivi e manufatti abrasivi minerali,65.625,62.5,48.4375,28.125,59.375,39.0625,59.375,60.9375,64.0625,70.3125,76.5625,71.875,64.0625,46.875,43.75,39.0625
7.2.2.1.0,"Finitori di metalli e conduttori di impianti per finire, rivestire, placcare metalli e oggetti in metallo",76.25,61.25,62.5,37.5,70,53.75,56.25,66.25,71.25,71.25,81.25,77.5,71.25,66.25,47.5,58.75
7.2.3.1.0,Conduttori di macchinari per la confezione e vulcanizzazione dei pneumatici,65,61.25,63.75,47.5,66.25,47.5,65,71.25,65,60,73.75,72.5,73.75,53.75,47.5,52.5
7.2.3.2.0,Conduttori di macchinari per la fabbricazione di altri articoli in gomma,77.2727272727,47.7272727273,43.1818181818,18.1818181818,54.5454545455,40.9090909091,50,63.6363636364,63.6363636364,63.6363636364,72.7272727273,72.7272727273,59.0909090909,47.7272727273,27.2727272727,36.3636363636
7.2.3.3.0,Conduttori di macchinari per la fabbricazione di articoli in plastica e assimilati,48.75,45,37.5,30,56.25,28.75,42.5,56.25,45,50,76.25,76.25,57.5,42.5,26.25,40
7.2.4.1.0,Addetti a macchinari per la produzione in serie di mobili e di articoli in legno,66.1764705882,57.3529411765,51.4705882353,44.1176470588,70.5882352941,41.1764705882,55.8823529412,63.2352941176,61.7647058824,63.2352941176,76.4705882353,76.4705882353,63.2352941176,64.7058823529,51.4705882353,61.7647058824
7.2.5.1.0,Conduttori di macchinari per tipografia e stampa su carta e cartone,70,48.75,53.75,27.5,62.5,35,46.25,60,65,63.75,77.5,83.75,65,55,52.5,57.5
7.2.5.2.0,Conduttori di macchinari per la fabbricazione di prodotti in carta e cartone,61.25,47.5,43.75,23.75,38.75,25,30,52.5,50,56.25,72.5,81.25,67.5,55,36.25,42.5
7.2.5.3.0,Conduttori di macchinari per rilegatura di libri e assimilati,69.7368421053,69.7368421053,50,34.2105263158,63.1578947368,35.5263157895,47.3684210526,55.2631578947,57.8947368421,65.7894736842,76.3157894737,80.2631578947,55.2631578947,53.9473684211,27.6315789474,47.3684210526
7.2.6.1.0,Addetti a macchinari per la filatura e la bobinatura,63.0952380952,55.9523809524,51.1904761905,29.7619047619,57.1428571429,45.2380952381,55.9523809524,59.5238095238,63.0952380952,59.5238095238,73.8095238095,75,76.1904761905,61.9047619048,34.5238095238,38.0952380952
7.2.6.2.0,Addetti a telai meccanici e a macchinari per la tessitura e la maglieria,72.5,53.75,52.5,35,61.25,36.25,48.75,62.5,62.5,60,80,72.5,68.75,56.25,38.75,55
7.2.6.3.0,Operai addetti a macchinari industriali per confezioni di abbigliamento in stoffa e assimilati,64.4736842105,61.8421052632,48.6842105263,23.6842105263,67.1052631579,42.1052631579,57.8947368421,67.1052631579,63.1578947368,65.7894736842,73.6842105263,81.5789473684,68.4210526316,51.3157894737,32.8947368421,42.1052631579
7.2.6.4.0,"Addetti ai macchinari per il trattamento di pulitura a secco, candeggio e tintura di filati e tessuti industriali",60.7142857143,15.4761904762,23.8095238095,16.6666666667,70.2380952381,19.0476190476,51.1904761905,29.7619047619,28.5714285714,48.8095238095,73.8095238095,71.4285714286,45.2380952381,27.380952381,9.5238095238,28.5714285714
7.2.6.5.0,Addetti a macchinari per la stampa dei tessuti,55.5555555556,23.6111111111,27.7777777778,22.2222222222,68.0555555556,30.5555555556,54.1666666667,30.5555555556,25,38.8888888889,75,72.2222222222,47.2222222222,25,26.3888888889,27.7777777778
7.2.6.6.1,Addetti a macchinari industriali per la preparazione di pelli e pellicce,60,45,45,30,57.5,25,56.25,60,58.75,60,68.75,70,57.5,32.5,30,37.5
7.2.6.6.2,Addetti a macchinari per la produzione in serie di articoli in pelle e pelliccia,65,65,53.75,20,63.75,30,51.25,60,53.75,66.25,75,83.75,62.5,43.75,45,46.25
7.2.6.7.0,Addetti a macchinari per la produzione in serie di calzature,67.5,57.5,48.75,37.5,65,37.5,60,52.5,61.25,62.5,66.25,68.75,52.5,46.25,37.5,38.75
7.2.6.9.0,Altri operai addetti a macchinari dell'industria tessile e delle confezioni ed assimilati,67.1875,54.6875,39.0625,23.4375,56.25,48.4375,42.1875,64.0625,64.0625,68.75,73.4375,71.875,59.375,60.9375,39.0625,35.9375
7.2.7.1.0,Assemblatori in serie di parti di macchine,64.4736842105,59.2105263158,43.4210526316,25,56.5789473684,35.5263157895,56.5789473684,53.9473684211,53.9473684211,60.5263157895,72.3684210526,77.6315789474,64.4736842105,53.9473684211,34.2105263158,46.0526315789
7.2.7.2.0,Assemblatori e cablatori di apparecchiature elettriche,63.0952380952,53.5714285714,52.380952381,35.7142857143,65.4761904762,51.1904761905,51.1904761905,52.380952381,41.6666666667,51.1904761905,60.7142857143,65.4761904762,58.3333333333,61.9047619048,40.4761904762,41.6666666667
7.2.7.3.0,Assemblatori e cablatori di apparecchiature elettroniche e di telecomunicazioni,71.0526315789,51.3157894737,47.3684210526,27.6315789474,68.4210526316,42.1052631579,50,63.1578947368,67.1052631579,64.4736842105,82.8947368421,81.5789473684,65.7894736842,39.4736842105,28.9473684211,46.0526315789
7.2.7.4.0,"Assemblatori in serie di articoli in metallo, in gomma e in materie plastiche",65.4761904762,51.1904761905,45.2380952381,16.6666666667,48.8095238095,33.3333333333,51.1904761905,59.5238095238,59.5238095238,57.1428571429,79.7619047619,79.7619047619,69.0476190476,52.380952381,29.7619047619,40.4761904762
7.2.7.5.0,Assemblatori in serie di articoli in legno e in materiali assimilati,67.0454545455,61.3636363636,54.5454545455,47.7272727273,56.8181818182,37.5,50,67.0454545455,75,59.0909090909,75,68.1818181818,57.9545454545,55.6818181818,48.8636363636,47.7272727273
7.2.7.6.0,"Assemblatori in serie di articoli in cartone, in tessuto e materie assimilate",76.25,71.25,60,36.25,71.25,53.75,70,76.25,71.25,67.5,77.5,81.25,71.25,62.5,56.25,55
7.2.7.9.0,Assemblatori in serie di articoli industriali compositi,90,75,72.5,55,95,75,67.5,90,85,95,95,97.5,90,67.5,42.5,62.5
7.2.8.1.0,Addetti a macchine confezionatrici e al confezionamento di prodotti industriali,55.9523809524,52.380952381,44.0476190476,33.3333333333,65.4761904762,42.8571428571,48.8095238095,58.3333333333,52.380952381,58.3333333333,71.4285714286,73.8095238095,61.9047619048,44.0476190476,33.3333333333,36.9047619048
7.3.1.1.0,Addetti agli impianti fissi in agricoltura e nell' allevamento,78.75,70,71.25,47.5,61.25,52.5,51.25,58.75,62.5,63.75,76.25,65,68.75,56.25,47.5,51.25
7.3.1.2.0,Addetti agli impianti per la trasformazione delle olive,53.75,47.5,47.5,37.5,50,21.25,31.25,56.25,58.75,53.75,76.25,68.75,63.75,35,30,36.25
7.3.1.3.0,"Addetti alla refrigerazione, trattamento igienico e prima trasformazione del latte",68.0555555556,65.2777777778,55.5555555556,37.5,62.5,36.1111111111,47.2222222222,61.1111111111,56.9444444444,56.9444444444,70.8333333333,69.4444444444,62.5,51.3888888889,38.8888888889,48.6111111111
7.3.2.1.0,Conduttori di macchinari per la conservazione e la lavorazione della carne e del pesce,53.5714285714,51.1904761905,42.8571428571,38.0952380952,60.7142857143,28.5714285714,55.9523809524,54.7619047619,52.380952381,57.1428571429,67.8571428571,72.619047619,69.0476190476,40.4761904762,32.1428571429,44.0476190476
7.3.2.2.0,Conduttori di apparecchi per la lavorazione industriale di prodotti lattiero – caseari,56.9444444444,54.1666666667,56.9444444444,44.4444444444,61.1111111111,37.5,50,62.5,56.9444444444,59.7222222222,80.5555555556,75,66.6666666667,45.8333333333,29.1666666667,40.2777777778
7.3.2.3.1,Conduttori di macchinari industriali per la lavorazione dei cereali,62.5,55,63.75,47.5,51.25,28.75,37.5,60,65,60,76.25,60,81.25,55,30,40
7.3.2.3.2,Conduttori di macchinari industriali per la lavorazione delle spezie,73.3333333333,65,60,36.6666666667,73.3333333333,46.6666666667,50,68.3333333333,68.3333333333,66.6666666667,78.3333333333,78.3333333333,78.3333333333,61.6666666667,43.3333333333,50
7.3.2.3.3,Conduttori di macchinari industriali per la lavorazione di prodotti a base di cereali,68.1818181818,55.6818181818,48.8636363636,32.9545454545,62.5,40.9090909091,57.9545454545,63.6363636364,63.6363636364,59.0909090909,72.7272727273,72.7272727273,65.9090909091,51.1363636364,35.2272727273,43.1818181818
7.3.2.4.1,Conduttori di macchinari per cernita e la calibratura di prodotti ortofrutticoli,55.5555555556,41.6666666667,47.2222222222,25,55.5555555556,29.1666666667,47.2222222222,54.1666666667,54.1666666667,44.4444444444,65.2777777778,68.0555555556,59.7222222222,36.1111111111,27.7777777778,33.3333333333
7.3.2.4.2,Conduttori di macchinari per la conservazione di frutta e verdura,61.25,52.5,36.25,23.75,72.5,37.5,60,67.5,57.5,61.25,76.25,71.25,70,47.5,28.75,42.5
7.3.2.4.3,Conduttori di macchinari per la conservazione di legumi e riso,65.625,64.0625,60.9375,37.5,56.25,40.625,45.3125,59.375,67.1875,57.8125,78.125,67.1875,62.5,57.8125,35.9375,39.0625
7.3.2.4.4,Conduttori di macchinari per la produzione di oli di semi,66.6666666667,65.2777777778,54.1666666667,34.7222222222,69.4444444444,45.8333333333,63.8888888889,56.9444444444,55.5555555556,56.9444444444,77.7777777778,70.8333333333,68.0555555556,45.8333333333,25,41.6666666667
7.3.2.5.0,Conduttori di macchinari per la produzione e la raffinazione dello zucchero,57.1428571429,47.619047619,45.2380952381,19.0476190476,63.0952380952,39.2857142857,54.7619047619,59.5238095238,58.3333333333,61.9047619048,69.0476190476,65.4761904762,58.3333333333,44.0476190476,25,33.3333333333
7.3.2.6.1,"Conduttori di macchinari per la preparazione e la produzione del the, del caffè e del cacao",61.3636363636,43.1818181818,50,40.9090909091,46.5909090909,42.0454545455,39.7727272727,62.5,54.5454545455,52.2727272727,75,71.5909090909,67.0454545455,54.5454545455,54.5454545455,53.4090909091
7.3.2.6.2,Conduttori di macchinari per la preparazione e la produzione della cioccolata,73.6111111111,52.7777777778,65.2777777778,41.6666666667,62.5,37.5,54.1666666667,58.3333333333,58.3333333333,55.5555555556,77.7777777778,81.9444444444,69.4444444444,61.1111111111,56.9444444444,43.0555555556
7.3.2.7.0,Conduttori di macchinari per la lavorazione dei prodotti del tabacco,61.6666666667,56.6666666667,51.6666666667,30,58.3333333333,38.3333333333,40,71.6666666667,68.3333333333,65,70,68.3333333333,66.6666666667,48.3333333333,30,45
7.3.2.8.1,Addetti a macchinari industriali per la vinificazione,71.4285714286,67.8571428571,51.1904761905,32.1428571429,53.5714285714,33.3333333333,50,69.0476190476,70.2380952381,66.6666666667,77.380952381,76.1904761905,75,57.1428571429,40.4761904762,51.1904761905
7.3.2.8.2,Addetti a macchinari industriali per la produzione di birra,62.5,57.8125,62.5,32.8125,45.3125,40.625,34.375,51.5625,56.25,50,71.875,73.4375,62.5,53.125,40.625,48.4375
7.3.2.8.3,"Addetti a macchinari industriali per la produzione di liquori, di distillati e di bevande alcoliche",62.5,61.25,53.75,27.5,56.25,35,50,65,62.5,56.25,71.25,76.25,70,61.25,37.5,40
7.3.2.8.4,Addetti a macchinari industriali per la produzione di bevande analcoliche e gassate,62.5,60,60,35,61.25,47.5,61.25,67.5,65,62.5,73.75,71.25,71.25,52.5,42.5,57.5
7.3.2.9.0,Conduttori di macchinari per la produzione di pasticceria e prodotti da forno,62.5,47.5,57.5,46.25,68.75,31.25,61.25,62.5,65,58.75,77.5,78.75,63.75,58.75,41.25,42.5
7.4.1.1.0,Conduttori di convogli ferroviari,65,57.5,55,27.5,53.75,23.75,37.5,83.75,85,70,92.5,85,60,67.5,17.5,57.5
7.4.1.2.0,"Operatori di verifica, circolazione e formazione treni",61.9047619048,59.5238095238,60.7142857143,33.3333333333,70.2380952381,47.619047619,66.6666666667,71.4285714286,73.8095238095,64.2857142857,77.380952381,77.380952381,69.0476190476,58.3333333333,39.2857142857,53.5714285714
7.4.1.3.0,Manovratori di impianti a fune,52.5,55,58.75,47.5,62.5,47.5,60,62.5,61.25,55,67.5,67.5,58.75,56.25,45,50
7.4.2.1.0,"Autisti di taxi, conduttori di automobili, furgoni e altri veicoli",71.0526315789,61.8421052632,60.5263157895,40.7894736842,64.4736842105,55.2631578947,50,84.2105263158,82.8947368421,71.0526315789,78.9473684211,57.8947368421,78.9473684211,65.7894736842,48.6842105263,50
7.4.2.2.0,"Conduttori di autobus, di tram e di filobus",63.0952380952,53.5714285714,50,19.0476190476,50,46.4285714286,25,79.7619047619,75,53.5714285714,76.1904761905,67.8571428571,75,60.7142857143,20.2380952381,36.9047619048
7.4.2.3.0,Conduttori di mezzi pesanti e camion,61.6666666667,57.5,49.1666666667,25,45.8333333333,29.1666666667,35,67.5,73.3333333333,66.6666666667,74.1666666667,65.8333333333,69.1666666667,55.8333333333,28.3333333333,38.3333333333
7.4.2.4.0,Conduttori di veicoli a trazione animale,90.625,79.6875,68.75,9.375,48.4375,67.1875,12.5,93.75,73.4375,78.125,82.8125,51.5625,79.6875,95.3125,7.8125,57.8125
7.4.3.1.0,Conduttori di trattori agricoli,61.8421052632,63.1578947368,56.5789473684,27.6315789474,59.2105263158,30.2631578947,46.0526315789,53.9473684211,52.6315789474,61.8421052632,69.7368421053,46.0526315789,65.7894736842,57.8947368421,32.8947368421,32.8947368421
7.4.3.2.1,"Conduttori di macchine raccoglitrici, trinciatrici e pressatrici agricole",71.875,51.5625,43.75,29.6875,50,34.375,40.625,53.125,56.25,59.375,64.0625,57.8125,57.8125,50,37.5,39.0625
7.4.3.2.2,Conduttori di mietitrebbiatrici,86.9047619048,70.2380952381,58.3333333333,41.6666666667,55.9523809524,42.8571428571,46.4285714286,54.7619047619,63.0952380952,64.2857142857,72.619047619,69.0476190476,60.7142857143,55.9523809524,50,50
7.4.3.2.3,"Conduttori di macchine per la raccolta di prodotti agricoli (barbabietole, patate, frutta, uva e ortive)",69.2307692308,61.5384615385,67.3076923077,55.7692307692,65.3846153846,50,48.0769230769,63.4615384615,57.6923076923,59.6153846154,69.2307692308,59.6153846154,57.6923076923,53.8461538462,46.1538461538,50
7.4.3.3.0,Conduttori di macchine forestali,68.1818181818,68.1818181818,65.9090909091,54.5454545455,68.1818181818,59.0909090909,70.4545454545,68.1818181818,68.1818181818,68.1818181818,68.1818181818,65.9090909091,70.4545454545,61.3636363636,63.6363636364,61.3636363636
7.4.4.1.0,Conduttori di macchinari per il movimento terra,70.6896551724,66.3793103448,58.6206896552,45.6896551724,69.8275862069,35.3448275862,52.5862068966,68.9655172414,58.6206896552,57.7586206897,84.4827586207,64.6551724138,67.2413793103,55.1724137931,34.4827586207,48.275862069
7.4.4.2.1,Conduttori di macchinari mobili per la perforazione in edilizia,55,62.5,46.25,27.5,66.25,32.5,61.25,60,57.5,52.5,72.5,72.5,65,38.75,31.25,42.5
7.4.4.2.2,Conduttori di macchinari mobili per la perforazione di gallerie,60.7142857143,60.7142857143,53.5714285714,50,67.8571428571,57.1428571429,64.2857142857,67.8571428571,71.4285714286,60.7142857143,64.2857142857,57.1428571429,57.1428571429,32.1428571429,46.4285714286,42.8571428571
7.4.4.3.0,Conduttori di gru e di apparecchi di sollevamento,60.7142857143,57.1428571429,47.619047619,27.380952381,70.2380952381,40.4761904762,55.9523809524,65.4761904762,50,57.1428571429,79.7619047619,73.8095238095,65.4761904762,57.1428571429,35.7142857143,47.619047619
7.4.4.4.0,Conduttori di carrelli elevatori,59.5238095238,60.7142857143,45.2380952381,29.7619047619,65.4761904762,39.2857142857,60.7142857143,77.380952381,66.6666666667,61.9047619048,77.380952381,70.2380952381,67.8571428571,45.2380952381,39.2857142857,46.4285714286
7.4.5.1.0,Marinai di coperta,66.1764705882,69.1176470588,41.1764705882,20.5882352941,66.1764705882,48.5294117647,61.7647058824,70.5882352941,72.0588235294,67.6470588235,76.4705882353,72.0588235294,57.3529411765,41.1764705882,23.5294117647,51.4705882353
7.4.5.2.0,Conduttori di caldaie ed altre attrezzature navali,62.5,62.5,50,25,50,12.5,43.75,56.25,81.25,62.5,62.5,62.5,31.25,37.5,12.5,43.75
7.4.5.3.0,Conduttori di barche e battelli a motore,66.25,53.75,70,57.5,63.75,52.5,51.25,75,63.75,65,87.5,71.25,72.5,55,37.5,57.5
8.1.1.1.0,Venditori ambulanti di beni,60.7142857143,57.1428571429,52.380952381,30.9523809524,36.9047619048,30.9523809524,21.4285714286,66.6666666667,65.4761904762,51.1904761905,48.8095238095,45.2380952381,54.7619047619,57.1428571429,39.2857142857,22.619047619
8.1.1.2.0,Venditori ambulanti di servizi,56.25,51.25,46.25,25,16.25,23.75,3.75,57.5,57.5,58.75,55,58.75,42.5,55,35,18.75
8.1.2.1.0,Uscieri e professioni assimilate,57.8947368421,52.6315789474,53.9473684211,21.0526315789,72.3684210526,68.4210526316,47.3684210526,80.2631578947,63.1578947368,64.4736842105,80.2631578947,68.4210526316,69.7368421053,52.6315789474,27.6315789474,46.0526315789
8.1.2.2.0,"Lettori di contatori, collettori di monete e professioni assimilate",63.75,50,48.75,25,57.5,38.75,30,70,60,58.75,76.25,65,73.75,52.5,35,45
8.1.3.1.0,"Facchini, addetti allo spostamento merci ed assimilati",52.2727272727,52.2727272727,42.0454545455,15.9090909091,57.9545454545,56.8181818182,51.1363636364,73.8636363636,65.9090909091,63.6363636364,71.5909090909,71.5909090909,76.1363636364,46.5909090909,26.1363636364,36.3636363636
8.1.3.2.0,Personale non qualificato addetto all'imballaggio e al magazzino,63.75,51.25,43.75,30,63.75,40,48.75,57.5,57.5,58.75,72.5,72.5,57.5,40,26.25,33.75
8.1.3.3.0,Addetti alle consegne,60.9375,60.9375,42.1875,25,60.9375,40.625,46.875,76.5625,68.75,68.75,81.25,71.875,76.5625,57.8125,32.8125,42.1875
8.1.4.1.0,Personale non qualificato addetto alla pulizia nei servizi di alloggio e nelle navi,47.5,41.25,32.5,25,57.5,41.25,56.25,63.75,61.25,47.5,72.5,75,78.75,52.5,32.5,27.5
8.1.4.2.0,Personale non qualificato nei servizi di ristorazione,60,52.5,25,2.5,53.75,18.75,46.25,43.75,45,43.75,63.75,52.5,56.25,41.25,13.75,25
8.1.4.3.0,Personale non qualificato addetto ai servizi di pulizia di uffici ed esercizi commerciali,59.375,46.875,44.7916666667,23.9583333333,57.2916666667,33.3333333333,37.5,62.5,61.4583333333,59.375,75,68.75,63.5416666667,47.9166666667,21.875,31.25
8.1.4.4.0,Addetti al lavaggio veicoli,59.2105263158,43.4210526316,31.5789473684,14.4736842105,56.5789473684,39.4736842105,48.6842105263,63.1578947368,56.5789473684,50,72.3684210526,65.7894736842,56.5789473684,40.7894736842,14.4736842105,22.3684210526
8.1.4.5.0,Operatori ecologici e altri raccoglitori e separatori di rifiuti,62.5,53.75,43.75,27.5,61.25,51.25,55,72.5,68.75,61.25,71.25,60,71.25,57.5,27.5,31.25
8.1.5.1.0,Bidelli e professioni assimilate,70,58.75,35,8.75,63.75,70,47.5,72.5,62.5,56.25,75,58.75,83.75,38.75,17.5,31.25
8.1.5.2.0,Portantini e professioni assimilate,50,46.25,36.25,10,70,72.5,55,81.25,73.75,67.5,75,71.25,68.75,32.5,21.25,31.25
8.1.6.1.1,Personale non qualificato addetto ai servizi di custodia di edifici,53.5714285714,50,51.1904761905,21.4285714286,59.5238095238,57.1428571429,42.8571428571,70.2380952381,54.7619047619,53.5714285714,73.8095238095,63.0952380952,77.380952381,46.4285714286,26.1904761905,48.8095238095
8.1.6.1.2,Personale non qualificato addetto ai servizi di custodia di impianti,77.5,77.5,65,47.5,77.5,70,72.5,82.5,80,82.5,85,85,85,62.5,50,62.5
8.1.6.1.3,Personale non qualificato addetto ai servizi di custodia di attrezzature e beni,39.4736842105,38.1578947368,28.9473684211,14.4736842105,42.1052631579,36.8421052632,27.6315789474,63.1578947368,53.9473684211,39.4736842105,61.8421052632,56.5789473684,71.0526315789,53.9473684211,18.4210526316,34.2105263158
8.2.1.1.0,Personale non qualificato nei servizi ricreativi e culturali,66.1764705882,58.8235294118,52.9411764706,47.0588235294,80.8823529412,75,66.1764705882,83.8235294118,80.8823529412,70.5882352941,82.3529411765,69.1176470588,72.0588235294,58.8235294118,39.7058823529,45.5882352941
